Interactor1	Interactor2	geneName1	geneName2	Complex.name	Complex.id
Q86UW6	O15550	NA	NA	UTX-MLL2/3 complex	3075
Q86UW6	P61964	NA	WDR5	UTX-MLL2/3 complex	3075
Q86UW6	Q9Y2X9	NA	ZNF281	UTX-MLL2/3 complex	3075
Q14686	Q6ZW49	NA	NA	UTX-MLL2/3 complex	3075
Q14686	Q15291	NA	RBBP5	UTX-MLL2/3 complex	3075
Q14686	Q5H9R7	NA	PPP6R3	UTX-MLL2/3 complex	3075
Q14686	O15550	NA	NA	UTX-MLL2/3 complex	3075
Q14686	P61964	NA	WDR5	UTX-MLL2/3 complex	3075
Q14686	Q9Y2X9	NA	ZNF281	UTX-MLL2/3 complex	3075
Q6ZW49	Q15291	NA	RBBP5	UTX-MLL2/3 complex	3075
Q6ZW49	Q5H9R7	NA	PPP6R3	UTX-MLL2/3 complex	3075
Q6ZW49	O15550	NA	NA	UTX-MLL2/3 complex	3075
Q6ZW49	P61964	NA	WDR5	UTX-MLL2/3 complex	3075
Q6ZW49	Q9Y2X9	NA	ZNF281	UTX-MLL2/3 complex	3075
Q15291	Q5H9R7	RBBP5	PPP6R3	UTX-MLL2/3 complex	3075
Q15291	O15550	RBBP5	NA	UTX-MLL2/3 complex	3075
Q15291	P61964	RBBP5	WDR5	UTX-MLL2/3 complex	3075
Q15291	Q9Y2X9	RBBP5	ZNF281	UTX-MLL2/3 complex	3075
Q5H9R7	O15550	PPP6R3	NA	UTX-MLL2/3 complex	3075
Q5H9R7	P61964	PPP6R3	WDR5	UTX-MLL2/3 complex	3075
Q5H9R7	Q9Y2X9	PPP6R3	ZNF281	UTX-MLL2/3 complex	3075
O15550	P61964	NA	WDR5	UTX-MLL2/3 complex	3075
O15550	Q9Y2X9	NA	ZNF281	UTX-MLL2/3 complex	3075
P61964	Q9Y2X9	WDR5	ZNF281	UTX-MLL2/3 complex	3075
Q9UBL3	Q9C005	ASH2L	DPY30	PTIP-HMT complex	5195
Q9UBL3	Q8NEZ4	ASH2L	NA	PTIP-HMT complex	5195
Q9UBL3	Q14686	ASH2L	NA	PTIP-HMT complex	5195
Q9UBL3	Q9BTK6	ASH2L	NA	PTIP-HMT complex	5195
Q9UBL3	Q6ZW49	ASH2L	NA	PTIP-HMT complex	5195
Q9UBL3	Q15291	ASH2L	RBBP5	PTIP-HMT complex	5195
Q9UBL3	O15550	ASH2L	NA	PTIP-HMT complex	5195
Q9UBL3	Q9UMN6	ASH2L	NA	PTIP-HMT complex	5195
Q9UBL3	P61964	ASH2L	WDR5	PTIP-HMT complex	5195
Q9C005	Q8NEZ4	DPY30	NA	PTIP-HMT complex	5195
Q9C005	Q14686	DPY30	NA	PTIP-HMT complex	5195
Q9C005	Q9BTK6	DPY30	NA	PTIP-HMT complex	5195
Q9C005	Q6ZW49	DPY30	NA	PTIP-HMT complex	5195
Q9C005	Q15291	DPY30	RBBP5	PTIP-HMT complex	5195
Q9C005	O15550	DPY30	NA	PTIP-HMT complex	5195
Q9C005	Q9UMN6	DPY30	NA	PTIP-HMT complex	5195
Q9C005	P61964	DPY30	WDR5	PTIP-HMT complex	5195
Q8NEZ4	Q14686	NA	NA	PTIP-HMT complex	5195
Q8NEZ4	Q9BTK6	NA	NA	PTIP-HMT complex	5195
Q8NEZ4	Q6ZW49	NA	NA	PTIP-HMT complex	5195
Q8NEZ4	Q15291	NA	RBBP5	PTIP-HMT complex	5195
Q8NEZ4	O15550	NA	NA	PTIP-HMT complex	5195
Q8NEZ4	Q9UMN6	NA	NA	PTIP-HMT complex	5195
Q8NEZ4	P61964	NA	WDR5	PTIP-HMT complex	5195
Q14686	Q9BTK6	NA	NA	PTIP-HMT complex	5195
Q14686	Q6ZW49	NA	NA	PTIP-HMT complex	5195
Q14686	Q15291	NA	RBBP5	PTIP-HMT complex	5195
Q14686	O15550	NA	NA	PTIP-HMT complex	5195
Q14686	Q9UMN6	NA	NA	PTIP-HMT complex	5195
Q14686	P61964	NA	WDR5	PTIP-HMT complex	5195
Q9BTK6	Q6ZW49	NA	NA	PTIP-HMT complex	5195
Q9BTK6	Q15291	NA	RBBP5	PTIP-HMT complex	5195
Q9BTK6	O15550	NA	NA	PTIP-HMT complex	5195
Q9BTK6	Q9UMN6	NA	NA	PTIP-HMT complex	5195
Q9BTK6	P61964	NA	WDR5	PTIP-HMT complex	5195
Q6ZW49	Q15291	NA	RBBP5	PTIP-HMT complex	5195
Q6ZW49	O15550	NA	NA	PTIP-HMT complex	5195
Q6ZW49	Q9UMN6	NA	NA	PTIP-HMT complex	5195
Q6ZW49	P61964	NA	WDR5	PTIP-HMT complex	5195
Q15291	O15550	RBBP5	NA	PTIP-HMT complex	5195
Q15291	Q9UMN6	RBBP5	NA	PTIP-HMT complex	5195
Q15291	P61964	RBBP5	WDR5	PTIP-HMT complex	5195
O15550	Q9UMN6	NA	NA	PTIP-HMT complex	5195
O15550	P61964	NA	WDR5	PTIP-HMT complex	5195
Q9UMN6	P61964	NA	WDR5	PTIP-HMT complex	5195
Q676U5	Q8IX12	NA	CCAR1	TNF-alpha/NF-kappa B signaling complex 10	5286
Q676U5	Q16543	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q676U5	O15111	NA	CHUK	TNF-alpha/NF-kappa B signaling complex 10	5286
Q676U5	P07900	NA	HSP90AA1	TNF-alpha/NF-kappa B signaling complex 10	5286
Q676U5	P08238	NA	HSP90AB1	TNF-alpha/NF-kappa B signaling complex 10	5286
Q676U5	Q9Y6K9	NA	IKBKG	TNF-alpha/NF-kappa B signaling complex 10	5286
Q676U5	Q15653	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q676U5	Q9UHD2	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q676U5	P40222	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q8IX12	Q16543	CCAR1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q8IX12	O15111	CCAR1	CHUK	TNF-alpha/NF-kappa B signaling complex 10	5286
Q8IX12	P07900	CCAR1	HSP90AA1	TNF-alpha/NF-kappa B signaling complex 10	5286
Q8IX12	P08238	CCAR1	HSP90AB1	TNF-alpha/NF-kappa B signaling complex 10	5286
Q8IX12	Q9Y6K9	CCAR1	IKBKG	TNF-alpha/NF-kappa B signaling complex 10	5286
Q8IX12	Q15653	CCAR1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q8IX12	Q9UHD2	CCAR1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q8IX12	P40222	CCAR1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q16543	O15111	NA	CHUK	TNF-alpha/NF-kappa B signaling complex 10	5286
Q16543	P07900	NA	HSP90AA1	TNF-alpha/NF-kappa B signaling complex 10	5286
Q16543	P08238	NA	HSP90AB1	TNF-alpha/NF-kappa B signaling complex 10	5286
Q16543	Q9Y6K9	NA	IKBKG	TNF-alpha/NF-kappa B signaling complex 10	5286
Q16543	Q15653	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q16543	Q9UHD2	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q16543	P40222	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
O15111	P07900	CHUK	HSP90AA1	TNF-alpha/NF-kappa B signaling complex 10	5286
O15111	P08238	CHUK	HSP90AB1	TNF-alpha/NF-kappa B signaling complex 10	5286
O15111	Q9Y6K9	CHUK	IKBKG	TNF-alpha/NF-kappa B signaling complex 10	5286
O15111	Q15653	CHUK	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
O15111	Q9UHD2	CHUK	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
O15111	P40222	CHUK	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
P07900	P08238	HSP90AA1	HSP90AB1	TNF-alpha/NF-kappa B signaling complex 10	5286
P07900	Q9Y6K9	HSP90AA1	IKBKG	TNF-alpha/NF-kappa B signaling complex 10	5286
P07900	Q15653	HSP90AA1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
P07900	Q9UHD2	HSP90AA1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
P07900	P40222	HSP90AA1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
P08238	Q9Y6K9	HSP90AB1	IKBKG	TNF-alpha/NF-kappa B signaling complex 10	5286
P08238	Q15653	HSP90AB1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
P08238	Q9UHD2	HSP90AB1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
P08238	P40222	HSP90AB1	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q9Y6K9	Q15653	IKBKG	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q9Y6K9	Q9UHD2	IKBKG	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q9Y6K9	P40222	IKBKG	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q15653	Q9UHD2	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q15653	P40222	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q9UHD2	P40222	NA	NA	TNF-alpha/NF-kappa B signaling complex 10	5286
Q9UBL3	Q8IXM2	ASH2L	NA	MLL1-WDR5 complex	5386
Q9UBL3	Q6PI98	ASH2L	NA	MLL1-WDR5 complex	5386
Q9UBL3	Q9HCK8	ASH2L	NA	MLL1-WDR5 complex	5386
Q9UBL3	O75461	ASH2L	E2F6	MLL1-WDR5 complex	5386
Q9UBL3	P51610	ASH2L	HCFC1	MLL1-WDR5 complex	5386
Q9UBL3	P34932	ASH2L	HSPA4	MLL1-WDR5 complex	5386
Q9UBL3	Q7Z3B3	ASH2L	KANSL1	MLL1-WDR5 complex	5386
Q9UBL3	Q9Y4W2	ASH2L	LAS1L	MLL1-WDR5 complex	5386
Q9UBL3	Q96EZ8	ASH2L	NA	MLL1-WDR5 complex	5386
Q9UBL3	O43451	ASH2L	NA	MLL1-WDR5 complex	5386
Q9UBL3	Q03164	ASH2L	KMT2A	MLL1-WDR5 complex	5386
Q9UBL3	Q9H7Z6	ASH2L	KAT8	MLL1-WDR5 complex	5386
Q9UBL3	Q8IZL8	ASH2L	PELP1	MLL1-WDR5 complex	5386
Q9UBL3	Q9BVI0	ASH2L	NA	MLL1-WDR5 complex	5386
Q9UBL3	Q8WWY3	ASH2L	NA	MLL1-WDR5 complex	5386
Q9UBL3	Q15291	ASH2L	RBBP5	MLL1-WDR5 complex	5386
Q9UBL3	Q99496	ASH2L	RNF2	MLL1-WDR5 complex	5386
Q9UBL3	Q9Y265	ASH2L	RUVBL1	MLL1-WDR5 complex	5386
Q9UBL3	Q9H4L4	ASH2L	SENP3	MLL1-WDR5 complex	5386
Q9UBL3	P21675	ASH2L	TAF1	MLL1-WDR5 complex	5386
Q9UBL3	O00268	ASH2L	TAF4	MLL1-WDR5 complex	5386
Q9UBL3	P49848	ASH2L	TAF6	MLL1-WDR5 complex	5386
Q9UBL3	Q15545	ASH2L	TAF7	MLL1-WDR5 complex	5386
Q9UBL3	Q16594	ASH2L	TAF9	MLL1-WDR5 complex	5386
Q9UBL3	Q9NXF1	ASH2L	TEX10	MLL1-WDR5 complex	5386
Q9UBL3	P61964	ASH2L	WDR5	MLL1-WDR5 complex	5386
Q8IXM2	Q6PI98	NA	NA	MLL1-WDR5 complex	5386
Q8IXM2	Q9HCK8	NA	NA	MLL1-WDR5 complex	5386
Q8IXM2	O75461	NA	E2F6	MLL1-WDR5 complex	5386
Q8IXM2	P51610	NA	HCFC1	MLL1-WDR5 complex	5386
Q8IXM2	P34932	NA	HSPA4	MLL1-WDR5 complex	5386
Q8IXM2	Q7Z3B3	NA	KANSL1	MLL1-WDR5 complex	5386
Q8IXM2	Q9Y4W2	NA	LAS1L	MLL1-WDR5 complex	5386
Q8IXM2	Q96EZ8	NA	NA	MLL1-WDR5 complex	5386
Q8IXM2	O43451	NA	NA	MLL1-WDR5 complex	5386
Q8IXM2	Q03164	NA	KMT2A	MLL1-WDR5 complex	5386
Q8IXM2	Q9H7Z6	NA	KAT8	MLL1-WDR5 complex	5386
Q8IXM2	Q8IZL8	NA	PELP1	MLL1-WDR5 complex	5386
Q8IXM2	Q9BVI0	NA	NA	MLL1-WDR5 complex	5386
Q8IXM2	Q8WWY3	NA	NA	MLL1-WDR5 complex	5386
Q8IXM2	Q15291	NA	RBBP5	MLL1-WDR5 complex	5386
Q8IXM2	Q99496	NA	RNF2	MLL1-WDR5 complex	5386
Q8IXM2	Q9Y265	NA	RUVBL1	MLL1-WDR5 complex	5386
Q8IXM2	Q9H4L4	NA	SENP3	MLL1-WDR5 complex	5386
Q8IXM2	P21675	NA	TAF1	MLL1-WDR5 complex	5386
Q8IXM2	O00268	NA	TAF4	MLL1-WDR5 complex	5386
Q8IXM2	P49848	NA	TAF6	MLL1-WDR5 complex	5386
Q8IXM2	Q15545	NA	TAF7	MLL1-WDR5 complex	5386
Q8IXM2	Q16594	NA	TAF9	MLL1-WDR5 complex	5386
Q8IXM2	Q9NXF1	NA	TEX10	MLL1-WDR5 complex	5386
Q8IXM2	P61964	NA	WDR5	MLL1-WDR5 complex	5386
Q6PI98	Q9HCK8	NA	NA	MLL1-WDR5 complex	5386
Q6PI98	O75461	NA	E2F6	MLL1-WDR5 complex	5386
Q6PI98	P51610	NA	HCFC1	MLL1-WDR5 complex	5386
Q6PI98	P34932	NA	HSPA4	MLL1-WDR5 complex	5386
Q6PI98	Q7Z3B3	NA	KANSL1	MLL1-WDR5 complex	5386
Q6PI98	Q9Y4W2	NA	LAS1L	MLL1-WDR5 complex	5386
Q6PI98	Q96EZ8	NA	NA	MLL1-WDR5 complex	5386
Q6PI98	O43451	NA	NA	MLL1-WDR5 complex	5386
Q6PI98	Q03164	NA	KMT2A	MLL1-WDR5 complex	5386
Q6PI98	Q9H7Z6	NA	KAT8	MLL1-WDR5 complex	5386
Q6PI98	Q8IZL8	NA	PELP1	MLL1-WDR5 complex	5386
Q6PI98	Q9BVI0	NA	NA	MLL1-WDR5 complex	5386
Q6PI98	Q8WWY3	NA	NA	MLL1-WDR5 complex	5386
Q6PI98	Q15291	NA	RBBP5	MLL1-WDR5 complex	5386
Q6PI98	Q99496	NA	RNF2	MLL1-WDR5 complex	5386
Q6PI98	Q9Y265	NA	RUVBL1	MLL1-WDR5 complex	5386
Q6PI98	Q9H4L4	NA	SENP3	MLL1-WDR5 complex	5386
Q6PI98	P21675	NA	TAF1	MLL1-WDR5 complex	5386
Q6PI98	O00268	NA	TAF4	MLL1-WDR5 complex	5386
Q6PI98	P49848	NA	TAF6	MLL1-WDR5 complex	5386
Q6PI98	Q15545	NA	TAF7	MLL1-WDR5 complex	5386
Q6PI98	Q16594	NA	TAF9	MLL1-WDR5 complex	5386
Q6PI98	Q9NXF1	NA	TEX10	MLL1-WDR5 complex	5386
Q6PI98	P61964	NA	WDR5	MLL1-WDR5 complex	5386
Q9HCK8	O75461	NA	E2F6	MLL1-WDR5 complex	5386
Q9HCK8	P51610	NA	HCFC1	MLL1-WDR5 complex	5386
Q9HCK8	P34932	NA	HSPA4	MLL1-WDR5 complex	5386
Q9HCK8	Q7Z3B3	NA	KANSL1	MLL1-WDR5 complex	5386
Q9HCK8	Q9Y4W2	NA	LAS1L	MLL1-WDR5 complex	5386
Q9HCK8	Q96EZ8	NA	NA	MLL1-WDR5 complex	5386
Q9HCK8	O43451	NA	NA	MLL1-WDR5 complex	5386
Q9HCK8	Q03164	NA	KMT2A	MLL1-WDR5 complex	5386
Q9HCK8	Q9H7Z6	NA	KAT8	MLL1-WDR5 complex	5386
Q9HCK8	Q8IZL8	NA	PELP1	MLL1-WDR5 complex	5386
Q9HCK8	Q9BVI0	NA	NA	MLL1-WDR5 complex	5386
Q9HCK8	Q8WWY3	NA	NA	MLL1-WDR5 complex	5386
Q9HCK8	Q15291	NA	RBBP5	MLL1-WDR5 complex	5386
Q9HCK8	Q99496	NA	RNF2	MLL1-WDR5 complex	5386
Q9HCK8	Q9Y265	NA	RUVBL1	MLL1-WDR5 complex	5386
Q9HCK8	Q9H4L4	NA	SENP3	MLL1-WDR5 complex	5386
Q9HCK8	P21675	NA	TAF1	MLL1-WDR5 complex	5386
Q9HCK8	O00268	NA	TAF4	MLL1-WDR5 complex	5386
Q9HCK8	P49848	NA	TAF6	MLL1-WDR5 complex	5386
Q9HCK8	Q15545	NA	TAF7	MLL1-WDR5 complex	5386
Q9HCK8	Q16594	NA	TAF9	MLL1-WDR5 complex	5386
Q9HCK8	Q9NXF1	NA	TEX10	MLL1-WDR5 complex	5386
Q9HCK8	P61964	NA	WDR5	MLL1-WDR5 complex	5386
O75461	P51610	E2F6	HCFC1	MLL1-WDR5 complex	5386
O75461	P34932	E2F6	HSPA4	MLL1-WDR5 complex	5386
O75461	Q7Z3B3	E2F6	KANSL1	MLL1-WDR5 complex	5386
O75461	Q9Y4W2	E2F6	LAS1L	MLL1-WDR5 complex	5386
O75461	Q96EZ8	E2F6	NA	MLL1-WDR5 complex	5386
O75461	O43451	E2F6	NA	MLL1-WDR5 complex	5386
O75461	Q03164	E2F6	KMT2A	MLL1-WDR5 complex	5386
O75461	Q9H7Z6	E2F6	KAT8	MLL1-WDR5 complex	5386
O75461	Q8IZL8	E2F6	PELP1	MLL1-WDR5 complex	5386
O75461	Q9BVI0	E2F6	NA	MLL1-WDR5 complex	5386
O75461	Q8WWY3	E2F6	NA	MLL1-WDR5 complex	5386
O75461	Q15291	E2F6	RBBP5	MLL1-WDR5 complex	5386
O75461	Q99496	E2F6	RNF2	MLL1-WDR5 complex	5386
O75461	Q9Y265	E2F6	RUVBL1	MLL1-WDR5 complex	5386
O75461	Q9H4L4	E2F6	SENP3	MLL1-WDR5 complex	5386
O75461	P21675	E2F6	TAF1	MLL1-WDR5 complex	5386
O75461	O00268	E2F6	TAF4	MLL1-WDR5 complex	5386
O75461	P49848	E2F6	TAF6	MLL1-WDR5 complex	5386
O75461	Q15545	E2F6	TAF7	MLL1-WDR5 complex	5386
O75461	Q16594	E2F6	TAF9	MLL1-WDR5 complex	5386
O75461	Q9NXF1	E2F6	TEX10	MLL1-WDR5 complex	5386
O75461	P61964	E2F6	WDR5	MLL1-WDR5 complex	5386
P51610	P34932	HCFC1	HSPA4	MLL1-WDR5 complex	5386
P51610	Q7Z3B3	HCFC1	KANSL1	MLL1-WDR5 complex	5386
P51610	Q9Y4W2	HCFC1	LAS1L	MLL1-WDR5 complex	5386
P51610	Q96EZ8	HCFC1	NA	MLL1-WDR5 complex	5386
P51610	O43451	HCFC1	NA	MLL1-WDR5 complex	5386
P51610	Q03164	HCFC1	KMT2A	MLL1-WDR5 complex	5386
P51610	Q9H7Z6	HCFC1	KAT8	MLL1-WDR5 complex	5386
P51610	Q8IZL8	HCFC1	PELP1	MLL1-WDR5 complex	5386
P51610	Q9BVI0	HCFC1	NA	MLL1-WDR5 complex	5386
P51610	Q8WWY3	HCFC1	NA	MLL1-WDR5 complex	5386
P51610	Q15291	HCFC1	RBBP5	MLL1-WDR5 complex	5386
P51610	Q99496	HCFC1	RNF2	MLL1-WDR5 complex	5386
P51610	Q9Y265	HCFC1	RUVBL1	MLL1-WDR5 complex	5386
P51610	Q9H4L4	HCFC1	SENP3	MLL1-WDR5 complex	5386
P51610	P21675	HCFC1	TAF1	MLL1-WDR5 complex	5386
P51610	O00268	HCFC1	TAF4	MLL1-WDR5 complex	5386
P51610	P49848	HCFC1	TAF6	MLL1-WDR5 complex	5386
P51610	Q15545	HCFC1	TAF7	MLL1-WDR5 complex	5386
P51610	Q16594	HCFC1	TAF9	MLL1-WDR5 complex	5386
P51610	Q9NXF1	HCFC1	TEX10	MLL1-WDR5 complex	5386
P51610	P61964	HCFC1	WDR5	MLL1-WDR5 complex	5386
P34932	Q7Z3B3	HSPA4	KANSL1	MLL1-WDR5 complex	5386
P34932	Q9Y4W2	HSPA4	LAS1L	MLL1-WDR5 complex	5386
P34932	Q96EZ8	HSPA4	NA	MLL1-WDR5 complex	5386
P34932	O43451	HSPA4	NA	MLL1-WDR5 complex	5386
P34932	Q03164	HSPA4	KMT2A	MLL1-WDR5 complex	5386
P34932	Q9H7Z6	HSPA4	KAT8	MLL1-WDR5 complex	5386
P34932	Q8IZL8	HSPA4	PELP1	MLL1-WDR5 complex	5386
P34932	Q9BVI0	HSPA4	NA	MLL1-WDR5 complex	5386
P34932	Q8WWY3	HSPA4	NA	MLL1-WDR5 complex	5386
P34932	Q15291	HSPA4	RBBP5	MLL1-WDR5 complex	5386
P34932	Q99496	HSPA4	RNF2	MLL1-WDR5 complex	5386
P34932	Q9Y265	HSPA4	RUVBL1	MLL1-WDR5 complex	5386
P34932	Q9H4L4	HSPA4	SENP3	MLL1-WDR5 complex	5386
P34932	P21675	HSPA4	TAF1	MLL1-WDR5 complex	5386
P34932	O00268	HSPA4	TAF4	MLL1-WDR5 complex	5386
P34932	P49848	HSPA4	TAF6	MLL1-WDR5 complex	5386
P34932	Q15545	HSPA4	TAF7	MLL1-WDR5 complex	5386
P34932	Q16594	HSPA4	TAF9	MLL1-WDR5 complex	5386
P34932	Q9NXF1	HSPA4	TEX10	MLL1-WDR5 complex	5386
P34932	P61964	HSPA4	WDR5	MLL1-WDR5 complex	5386
Q7Z3B3	Q9Y4W2	KANSL1	LAS1L	MLL1-WDR5 complex	5386
Q7Z3B3	Q96EZ8	KANSL1	NA	MLL1-WDR5 complex	5386
Q7Z3B3	O43451	KANSL1	NA	MLL1-WDR5 complex	5386
Q7Z3B3	Q03164	KANSL1	KMT2A	MLL1-WDR5 complex	5386
Q7Z3B3	Q9H7Z6	KANSL1	KAT8	MLL1-WDR5 complex	5386
Q7Z3B3	Q8IZL8	KANSL1	PELP1	MLL1-WDR5 complex	5386
Q7Z3B3	Q9BVI0	KANSL1	NA	MLL1-WDR5 complex	5386
Q7Z3B3	Q8WWY3	KANSL1	NA	MLL1-WDR5 complex	5386
Q7Z3B3	Q15291	KANSL1	RBBP5	MLL1-WDR5 complex	5386
Q7Z3B3	Q99496	KANSL1	RNF2	MLL1-WDR5 complex	5386
Q7Z3B3	Q9Y265	KANSL1	RUVBL1	MLL1-WDR5 complex	5386
Q7Z3B3	Q9H4L4	KANSL1	SENP3	MLL1-WDR5 complex	5386
Q7Z3B3	P21675	KANSL1	TAF1	MLL1-WDR5 complex	5386
Q7Z3B3	O00268	KANSL1	TAF4	MLL1-WDR5 complex	5386
Q7Z3B3	P49848	KANSL1	TAF6	MLL1-WDR5 complex	5386
Q7Z3B3	Q15545	KANSL1	TAF7	MLL1-WDR5 complex	5386
Q7Z3B3	Q16594	KANSL1	TAF9	MLL1-WDR5 complex	5386
Q7Z3B3	Q9NXF1	KANSL1	TEX10	MLL1-WDR5 complex	5386
Q7Z3B3	P61964	KANSL1	WDR5	MLL1-WDR5 complex	5386
Q9Y4W2	Q96EZ8	LAS1L	NA	MLL1-WDR5 complex	5386
Q9Y4W2	O43451	LAS1L	NA	MLL1-WDR5 complex	5386
Q9Y4W2	Q03164	LAS1L	KMT2A	MLL1-WDR5 complex	5386
Q9Y4W2	Q9H7Z6	LAS1L	KAT8	MLL1-WDR5 complex	5386
Q9Y4W2	Q8IZL8	LAS1L	PELP1	MLL1-WDR5 complex	5386
Q9Y4W2	Q9BVI0	LAS1L	NA	MLL1-WDR5 complex	5386
Q9Y4W2	Q8WWY3	LAS1L	NA	MLL1-WDR5 complex	5386
Q9Y4W2	Q15291	LAS1L	RBBP5	MLL1-WDR5 complex	5386
Q9Y4W2	Q99496	LAS1L	RNF2	MLL1-WDR5 complex	5386
Q9Y4W2	Q9Y265	LAS1L	RUVBL1	MLL1-WDR5 complex	5386
Q9Y4W2	Q9H4L4	LAS1L	SENP3	MLL1-WDR5 complex	5386
Q9Y4W2	P21675	LAS1L	TAF1	MLL1-WDR5 complex	5386
Q9Y4W2	O00268	LAS1L	TAF4	MLL1-WDR5 complex	5386
Q9Y4W2	P49848	LAS1L	TAF6	MLL1-WDR5 complex	5386
Q9Y4W2	Q15545	LAS1L	TAF7	MLL1-WDR5 complex	5386
Q9Y4W2	Q16594	LAS1L	TAF9	MLL1-WDR5 complex	5386
Q9Y4W2	Q9NXF1	LAS1L	TEX10	MLL1-WDR5 complex	5386
Q9Y4W2	P61964	LAS1L	WDR5	MLL1-WDR5 complex	5386
Q96EZ8	O43451	NA	NA	MLL1-WDR5 complex	5386
Q96EZ8	Q03164	NA	KMT2A	MLL1-WDR5 complex	5386
Q96EZ8	Q9H7Z6	NA	KAT8	MLL1-WDR5 complex	5386
Q96EZ8	Q8IZL8	NA	PELP1	MLL1-WDR5 complex	5386
Q96EZ8	Q9BVI0	NA	NA	MLL1-WDR5 complex	5386
Q96EZ8	Q8WWY3	NA	NA	MLL1-WDR5 complex	5386
Q96EZ8	Q15291	NA	RBBP5	MLL1-WDR5 complex	5386
Q96EZ8	Q99496	NA	RNF2	MLL1-WDR5 complex	5386
Q96EZ8	Q9Y265	NA	RUVBL1	MLL1-WDR5 complex	5386
Q96EZ8	Q9H4L4	NA	SENP3	MLL1-WDR5 complex	5386
Q96EZ8	P21675	NA	TAF1	MLL1-WDR5 complex	5386
Q96EZ8	O00268	NA	TAF4	MLL1-WDR5 complex	5386
Q96EZ8	P49848	NA	TAF6	MLL1-WDR5 complex	5386
Q96EZ8	Q15545	NA	TAF7	MLL1-WDR5 complex	5386
Q96EZ8	Q16594	NA	TAF9	MLL1-WDR5 complex	5386
Q96EZ8	Q9NXF1	NA	TEX10	MLL1-WDR5 complex	5386
Q96EZ8	P61964	NA	WDR5	MLL1-WDR5 complex	5386
O43451	Q03164	NA	KMT2A	MLL1-WDR5 complex	5386
O43451	Q9H7Z6	NA	KAT8	MLL1-WDR5 complex	5386
O43451	Q8IZL8	NA	PELP1	MLL1-WDR5 complex	5386
O43451	Q9BVI0	NA	NA	MLL1-WDR5 complex	5386
O43451	Q8WWY3	NA	NA	MLL1-WDR5 complex	5386
O43451	Q15291	NA	RBBP5	MLL1-WDR5 complex	5386
O43451	Q99496	NA	RNF2	MLL1-WDR5 complex	5386
O43451	Q9Y265	NA	RUVBL1	MLL1-WDR5 complex	5386
O43451	Q9H4L4	NA	SENP3	MLL1-WDR5 complex	5386
O43451	P21675	NA	TAF1	MLL1-WDR5 complex	5386
O43451	O00268	NA	TAF4	MLL1-WDR5 complex	5386
O43451	P49848	NA	TAF6	MLL1-WDR5 complex	5386
O43451	Q15545	NA	TAF7	MLL1-WDR5 complex	5386
O43451	Q16594	NA	TAF9	MLL1-WDR5 complex	5386
O43451	Q9NXF1	NA	TEX10	MLL1-WDR5 complex	5386
O43451	P61964	NA	WDR5	MLL1-WDR5 complex	5386
Q03164	Q9H7Z6	KMT2A	KAT8	MLL1-WDR5 complex	5386
Q03164	Q8IZL8	KMT2A	PELP1	MLL1-WDR5 complex	5386
Q03164	Q9BVI0	KMT2A	NA	MLL1-WDR5 complex	5386
Q03164	Q8WWY3	KMT2A	NA	MLL1-WDR5 complex	5386
Q03164	Q15291	KMT2A	RBBP5	MLL1-WDR5 complex	5386
Q03164	Q99496	KMT2A	RNF2	MLL1-WDR5 complex	5386
Q03164	Q9Y265	KMT2A	RUVBL1	MLL1-WDR5 complex	5386
Q03164	Q9H4L4	KMT2A	SENP3	MLL1-WDR5 complex	5386
Q03164	P21675	KMT2A	TAF1	MLL1-WDR5 complex	5386
Q03164	O00268	KMT2A	TAF4	MLL1-WDR5 complex	5386
Q03164	P49848	KMT2A	TAF6	MLL1-WDR5 complex	5386
Q03164	Q15545	KMT2A	TAF7	MLL1-WDR5 complex	5386
Q03164	Q16594	KMT2A	TAF9	MLL1-WDR5 complex	5386
