Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
LIN9	MAP1S	MAP1S	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	SSRP1	SSRP1	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	ZMYM3	ZMYM3	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	CEP170	CEP170	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	EIF5B	EIF5B	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	HEATR1	HEATR1	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	WDR5	WDR5	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	GTF3C3	GTF3C3	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	RRP1B	RRP1B	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	TRRAP	TRRAP	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	LAS1L	LAS1L	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	CIRBP	CIRBP	2	2	2.00	1	0|0|0|0|0|0|3|2|0	0.79	0.79	0.79	0.79	0.79	1.30	3.60	0.03	
LIN9	RAI1	RAI1	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	MYBL2	MYBL2	54	54	54.00	1	2|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	34.27	243.00	0.00	
LIN9	GTF2A2	GTF2A2	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	LIN52	LIN52	6	6	6.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	11.17	60.00	0.00	
LIN9	LIN37	LIN37	18	18	18.00	1	2|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	13.90	81.00	0.00	
LIN9	LIN9	LIN9	0	0	0.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	0.00	0.37	
LIN9	UBE2I	UBE2I	2	2	2.00	1	3|0|0|0|2|0|0|0|1	0.70	0.70	0.70	0.70	0.70	0.87	3.00	0.03	
LIN9	RBM3	RBM3	2	2	2.00	1	4|0|0|0|0|0|0|0|0	0.87	0.87	0.87	0.87	0.87	1.89	4.50	0.02	
LIN9	SUMO3	SUMO3	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	SF3B5	SF3B5	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	PHF5A	PHF5A	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	BUB3	BUB3	3	3	3.00	1	0|0|0|0|0|0|0|0|2	0.97	0.97	0.97	0.97	0.97	3.59	13.50	0.01	
LIN9	PQBP1	PQBP1	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	NHP2	NHP2	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	FKBP3	FKBP3	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	ACTR2	ACTR2	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	SKA1	SKA1	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	SHOC2	SHOC2	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	TP53	TP53	4	4	4.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.85	40.00	0.00	
LIN9	DNM2	DNM2	9	9	9.00	1	0|5|0|0|1|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.58	13.50	0.00	
LIN9	SAP18	SAP18	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	TMOD2	TMOD2	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	RFC5	RFC5	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	RAVER1	RAVER1	3	3	3.00	1	9|0|0|0|4|0|0|0|0	0.56	0.56	0.56	0.56	0.56	0.23	2.08	0.06	
LIN9	SEPT2	SEPT2	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	EIF6	EIF6	2	2	2.00	1	0|0|0|0|1|4|0|1|0	0.74	0.74	0.74	0.74	0.74	1.05	3.00	0.03	
LIN9	CSTF1	CSTF1	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	CDC2	CDC2	3	3	3.00	1	0|0|1|0|0|0|1|0|0	0.99	0.99	0.99	0.99	0.99	4.27	13.50	0.00	
LIN9	SMARCD2	SMARCD2	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	NFIC	NFIC	1	1	1.00	1	2|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	1.29	4.50	0.37	
LIN9	SNRPA	SNRPA	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	COPE	COPE	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	CORO1C	CORO1C	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	POLR1C	POLR1C	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	KPNA3	KPNA3	2	2	2.00	1	0|0|0|0|0|0|0|3|0	0.90	0.90	0.90	0.90	0.90	2.23	6.00	0.01	
LIN9	MEIS3	MEIS3	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	PPP1R9B	PPP1R9B	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	LZTS2	LZTS2	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	HNRPLL	HNRPLL	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	TIAL1	TIAL1	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	PRPF38B	PRPF38B	1	1	1.00	1	0|0|0|0|0|0|0|0|2	0.00	0.00	0.00	0.00	0.00	1.29	4.50	0.37	
LIN9	CPSF4	CPSF4	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	SFRS12	SFRS12	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	LUC7L	LUC7L	1	1	1.00	1	2|1|0|0|0|2|2|1|0	0.00	0.00	0.00	0.00	0.00	-1.51	1.12	0.37	
LIN9	GATAD2B	GATAD2B	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	PWP1	PWP1	1	1	1.00	1	2|0|0|0|0|4|2|1|0	0.00	0.00	0.00	0.00	0.00	-1.66	1.00	0.37	
LIN9	USP48	USP48	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	MPRIP	MPRIP	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	PPP1R12A	PPP1R12A	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	TERF2	TERF2	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	CTBP2	CTBP2	2	2	2.00	1	0|0|0|0|2|0|0|0|0	0.93	0.93	0.93	0.93	0.93	2.57	9.00	0.01	
LIN9	AP1B1	AP1B1	2	2	2.00	1	0|0|2|0|0|0|0|0|1	0.88	0.88	0.88	0.88	0.88	1.97	6.00	0.02	
LIN9	PPP2R1A	PPP2R1A	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	SERBP1	SERBP1	1	1	1.00	1	0|0|0|0|0|0|1|0|4	0.00	0.00	0.00	0.00	0.00	0.32	1.80	0.37	
LIN9	SMC2	SMC2	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	CUGBP2	CUGBP2	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	EXOC1	EXOC1	3	3	3.00	1	1|0|2|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.20	9.00	0.01	
LIN9	SMARCA5	SMARCA5	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	ZNF148	ZNF148	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	SLTM	SLTM	1	1	1.00	1	0|0|0|0|0|0|0|0|2	0.00	0.00	0.00	0.00	0.00	1.29	4.50	0.37	
LIN9	SLFN11	SLFN11	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	GUF1	GUF1	3	3	3.00	1	0|0|0|0|0|1|0|0|0	1.00	1.00	1.00	1.00	1.00	8.08	27.00	0.00	
LIN9	SVIL	SVIL	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
LIN9	ZMYM4	ZMYM4	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	KIAA0196	KIAA0196	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
LIN9	NOL6	NOL6	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	EXOSC10	EXOSC10	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	STAG1	STAG1	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	USP7	USP7	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	NUP155	NUP155	1	1	1.00	1	0|0|0|0|0|2|0|0|1	0.00	0.00	0.00	0.00	0.00	0.65	3.00	0.37	
LIN9	ARID1A	ARID1A	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	ARID2	ARID2	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	MED1	MED1	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
LIN9	PHF3	PHF3	1	1	1.00	1	0|0|0|0|1|0|0|0|1	0.00	0.00	0.00	0.00	0.00	0.89	4.50	0.37	
LIN9	ANK3	ANK3	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
C20orf20	RUVBL2	RUVBL2	171|62	233	116.50	2	6|0|1|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	14.61	149.79	0.00	
C20orf20	RUVBL1	RUVBL1	101|91	192	96.00	2	3|2|0|0|0|0|0|2|0	1.00	1.00	1.00	1.00	1.00	57.48	123.43	0.00	
C20orf20	ACTL6A	ACTL6A	18|52	70	35.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	29.51	350.00	0.00	
C20orf20	STK38	STK38	31|51	82	41.00	2	151|129|151|81|123|49|74|41|0	0.00	0.00	0.00	0.00	0.00	-289.80	0.46	0.37	
C20orf20	ACTB	ACTB	58|31	89	44.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	48.52	445.00	0.00	
C20orf20	HSPA1B	HSPA1B	4|5	9	4.50	2	11|52|25|0|6|25|37|71|25	0.00	0.00	0.00	0.00	0.00	-106.10	0.16	0.37	
C20orf20	HSPA8	HSPA8	20|16	36	18.00	2	18|65|42|0|14|19|19|16|21	0.00	0.00	0.00	0.00	0.00	-60.38	0.76	0.37	
C20orf20	TUBB2B	TUBB2B	6|8	14	7.00	2	23|21|47|4|5|34|35|34|6	0.00	0.00	0.00	0.00	0.00	-80.01	0.30	0.37	
C20orf20	TUBB2C	TUBB2C	9|9	18	9.00	2	23|30|62|5|7|38|39|37|7	0.00	0.00	0.00	0.00	0.00	-90.33	0.33	0.37	
C20orf20	TUBB	TUBB	11|11	22	11.00	2	27|34|75|4|7|45|42|49|6	0.00	0.00	0.00	0.00	0.00	-104.15	0.34	0.37	
C20orf20	HIST1H1C	HIST1H1C	4|4	8	4.00	2	3|1|0|2|9|0|43|3|4	0.00	0.00	0.00	0.00	0.00	-18.52	0.55	0.37	
C20orf20	HIST1H1E	HIST1H1E	4|4	8	4.00	2	3|1|0|2|9|0|41|3|4	0.00	0.00	0.00	0.00	0.00	-17.66	0.57	0.37	
C20orf20	DYNLL1	DYNLL1	1|1	2	1.00	2	2|3|1|0|3|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-2.23	0.90	0.37	
C20orf20	ACTA1	ACTA1	41|17	58	29.00	2	20|9|12|4|12|9|5|5|2	0.50	1.00	0.50	1.00	0.50	-7.11	3.35	0.11	
C20orf20	MATR3	MATR3	2|11	13	6.50	2	35|49|1|0|24|1|0|0|5	0.00	0.00	0.00	0.00	0.00	-46.43	0.51	0.37	
C20orf20	NPM1	NPM1	1|1	2	1.00	2	2|1|0|1|6|0|1|1|4	0.00	0.00	0.00	0.00	0.00	-4.59	0.56	0.37	
C20orf20	H2AFZ	H2AFZ	1|3	4	2.00	2	1|3|0|0|0|1|0|1|2	0.39	0.77	0.39	0.77	0.39	-1.50	2.25	0.19	
C20orf20	TUBB6	TUBB6	4|4	8	4.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.85	40.00	0.00	
C20orf20	SFPQ	SFPQ	1|2	3	1.50	2	2|6|0|0|2|0|11|0|1	0.00	0.00	0.00	0.00	0.00	-6.54	0.61	0.37	
C20orf20	HSPA2	HSPA2	6|6	12	6.00	2	6|34|17|0|5|7|8|4|8	0.00	0.00	0.00	0.00	0.00	-25.62	0.61	0.37	
C20orf20	THRAP3	THRAP3	1|0	1	0.50	2	20|53|0|0|1|50|33|51|3	0.00	0.00	0.00	0.00	0.00	-101.36	0.02	0.37	
C20orf20	HSPA6	HSPA6	3|3	6	3.00	2	4|38|11|0|3|7|10|29|7	0.00	0.00	0.00	0.00	0.00	-41.04	0.25	0.37	
C20orf20	HSPA1L	HSPA1L	8|3	11	5.50	2	4|34|17|0|3|4|14|18|8	0.00	0.00	0.00	0.00	0.00	-37.94	0.49	0.37	
C20orf20	HNRNPH1	HNRNPH1	6|10	16	8.00	2	12|47|8|0|5|12|43|30|7	0.00	0.00	0.00	0.00	0.00	-58.86	0.44	0.37	
C20orf20	HNRNPH2	HNRNPH2	4|8	12	6.00	2	12|24|2|0|3|7|21|8|5	0.00	0.00	0.00	0.00	0.00	-26.57	0.66	0.37	
C20orf20	TUBB3	TUBB3	9|3	12	6.00	2	16|15|38|3|3|18|26|20|5	0.00	0.00	0.00	0.00	0.00	-57.80	0.38	0.37	
C20orf20	TUBA1C	TUBA1C	27|8	35	17.50	2	13|69|167|3|3|24|29|20|13	0.00	0.00	0.00	0.00	0.00	-135.83	0.46	0.37	
C20orf20	TUBA8	TUBA8	3|4	7	3.50	2	7|30|65|0|1|20|20|13|10	0.00	0.00	0.00	0.00	0.00	-67.86	0.19	0.37	
C20orf20	TUBA1B	TUBA1B	27|10	37	18.50	2	14|69|168|3|5|22|33|23|14	0.00	0.00	0.00	0.00	0.00	-134.92	0.47	0.37	
C20orf20	TUBA1A	TUBA1A	25|9	34	17.00	2	10|67|166|3|3|19|28|18|11	0.00	0.00	0.00	0.00	0.00	-125.38	0.47	0.37	
C20orf20	TUBA4A	TUBA4A	5|7	12	6.00	2	8|40|75|0|2|20|20|17|11	0.00	0.00	0.00	0.00	0.00	-74.79	0.28	0.37	
C20orf20	HNRNPK	HNRNPK	2|11	13	6.50	2	17|147|13|2|15|12|11|7|18	0.00	0.00	0.00	0.00	0.00	-107.53	0.24	0.37	
C20orf20	EEF1A1	EEF1A1	4|10	14	7.00	2	72|9|28|0|4|15|7|18|24	0.00	0.00	0.00	0.00	0.00	-70.09	0.36	0.37	
C20orf20	EEF1A2	EEF1A2	4|3	7	3.50	2	40|6|18|0|0|8|5|3|12	0.00	0.00	0.00	0.00	0.00	-33.08	0.34	0.37	
C20orf20	KIF11	KIF11	12|5	17	8.50	2	83|31|47|25|53|140|337|223|0	0.00	0.00	0.00	0.00	0.00	-438.32	0.08	0.37	
C20orf20	DDX5	DDX5	5|4	9	4.50	2	9|10|3|0|0|0|4|2|8	0.00	0.00	0.00	0.00	0.00	-7.53	1.12	0.33	
C20orf20	STK38L	STK38L	4|8	12	6.00	2	23|15|49|6|14|24|24|18|0	0.00	0.00	0.00	0.00	0.00	-68.60	0.31	0.37	
C20orf20	HNRNPF	HNRNPF	3|4	7	3.50	2	9|27|8|0|5|1|20|4|6	0.00	0.00	0.00	0.00	0.00	-27.92	0.39	0.37	
C20orf20	HSPA5	HSPA5	7|5	12	6.00	2	12|31|8|0|3|21|6|6|8	0.00	0.00	0.00	0.00	0.00	-30.22	0.57	0.37	
C20orf20	FLNA	FLNA	1|6	7	3.50	2	5|0|2|0|5|67|6|2|1	0.00	0.00	0.00	0.00	0.00	-36.34	0.36	0.37	
C20orf20	DDX17	DDX17	3|3	6	3.00	2	7|8|2|0|0|0|3|2|5	0.00	0.00	0.00	0.00	0.00	-5.60	1.00	0.37	
C20orf20	RIF1	RIF1	4|1	5	2.50	2	12|8|0|0|1|1|0|3|0	0.03	0.05	0.03	0.05	0.03	-7.90	0.90	0.31	
C20orf20	DHX9	DHX9	1|0	1	0.50	2	0|2|0|0|0|2|2|2|0	0.00	0.00	0.00	0.00	0.00	-3.12	0.56	0.37	
C20orf20	SRRM2	SRRM2	1|7	8	4.00	2	2|20|0|0|5|21|4|8|2	0.00	0.00	0.00	0.00	0.00	-24.71	0.58	0.34	
C20orf20	PRKDC	PRKDC	20|14	34	17.00	2	36|0|0|0|0|2|32|9|11	0.00	0.00	0.00	0.00	0.00	-13.76	1.70	0.33	
C20orf20	SNRPD1	SNRPD1	1|3	4	2.00	2	3|4|7|0|2|9|36|25|5	0.00	0.00	0.00	0.00	0.00	-38.29	0.20	0.37	
C20orf20	RPL23	RPL23	2|3	5	2.50	2	1|2|0|0|0|3|4|1|3	0.19	0.28	0.19	0.28	0.19	-2.30	1.61	0.28	
C20orf20	CALM2	CALM2	2|0	2	1.00	2	23|1|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.28	0.38	0.37	
C20orf20	H2AFX	H2AFX	1|0	1	0.50	2	2|4|0|0|0|2|1|1|0	0.00	0.00	0.00	0.00	0.00	-3.68	0.45	0.37	
C20orf20	HIST1H2AD	HIST1H2AD	1|2	3	1.50	2	4|6|4|2|3|3|3|3|2	0.00	0.00	0.00	0.00	0.00	-10.70	0.45	0.37	
C20orf20	HIST2H2AC	HIST2H2AC	1|2	3	1.50	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	2.23	15.00	0.13	
C20orf20	SNRPD3	SNRPD3	1|0	1	0.50	2	0|0|0|0|0|0|1|1|0	0.00	0.00	0.00	0.00	0.00	-0.72	2.25	0.37	
C20orf20	EEF1G	EEF1G	1|1	2	1.00	2	9|1|10|0|0|0|4|0|65	0.00	0.00	0.00	0.00	0.00	-36.87	0.10	0.37	
C20orf20	PCBP2	PCBP2	1|2	3	1.50	2	12|17|9|2|7|2|5|1|5	0.00	0.00	0.00	0.00	0.00	-24.12	0.22	0.37	
C20orf20	PCBP1	PCBP1	5|7	12	6.00	2	12|30|17|1|7|1|5|2|13	0.00	0.00	0.00	0.00	0.00	-27.15	0.61	0.37	
C20orf20	RPL24	RPL24	4|0	4	2.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	20.00	0.10	
C20orf20	YEATS4	YEATS4	13|26	39	19.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	22.03	195.00	0.00	
C20orf20	VPS72	VPS72	8|4	12	6.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.85	60.00	0.00	
C20orf20	TMPO	TMPO	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
C20orf20	KPNA2	KPNA2	16|7	23	11.50	2	0|2|9|0|0|0|1|20|0	0.55	0.95	0.55	0.95	0.55	-1.68	3.23	0.06	
C20orf20	NUMA1	NUMA1	1|3	4	2.00	2	4|18|0|0|2|0|0|2|5	0.00	0.00	0.00	0.00	0.00	-10.23	0.58	0.37	
C20orf20	DMAP1	DMAP1	36|39	75	37.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	55.76	375.00	0.00	
C20orf20	PRSS1	PRSS1	2|0	2	1.00	2	1|0|0|1|0|0|2|1|2	0.29	0.58	0.29	0.58	0.29	-2.72	1.29	0.27	
C20orf20	MKI67	MKI67	1|0	1	0.50	2	2|1|0|0|1|0|0|0|2	0.00	0.00	0.00	0.00	0.00	-2.29	0.75	0.37	
C20orf20	MORF4L1	MORF4L1	259|220	479	239.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	316.51	2395.00	0.00	
C20orf20	KAT5	KAT5	18|31	49	24.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	29.51	245.00	0.00	
C20orf20	EP400	EP400	171|211	382	191.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	247.41	1910.00	0.00	
C20orf20	MEAF6	MEAF6	8|18	26	13.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	14.35	130.00	0.00	
C20orf20	TRRAP	TRRAP	136|265	401	200.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	197.98	2005.00	0.00	
C20orf20	EPC2	EPC2	21|23	44	22.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	33.93	220.00	0.00	
C20orf20	C20orf20	C20orf20	0|0	0	0.00	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	0.00	0.37	
C20orf20	BRD8	BRD8	101|135	236	118.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	148.45	1180.00	0.00	
C20orf20	MORF4L2	MORF4L2	229|162	391	195.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	234.71	1955.00	0.00	
C20orf20	EPC1	EPC1	18|32	50	25.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	29.51	250.00	0.00	
C20orf20	JAZF1	JAZF1	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
C20orf20	ING3	ING3	20|11	31	15.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	19.00	155.00	0.00	
C20orf20	MBTD1	MBTD1	3|12	15	7.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	75.00	0.00	
C20orf20	TXN	TXN	2|0	2	1.00	2	7|2|5|0|2|6|4|1|3	0.00	0.00	0.00	0.00	0.00	-13.18	0.30	0.37	
C20orf20	HIST1H2BJ	HIST1H2BJ	0|4	4	2.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	20.00	0.10	
C20orf20	EIF4B	EIF4B	0|17	17	8.50	2	18|7|9|1|0|65|37|60|1	0.00	0.00	0.00	0.00	0.00	-94.75	0.39	0.37	
C20orf20	NONO	NONO	0|2	2	1.00	2	5|10|0|0|4|4|9|3|4	0.00	0.00	0.00	0.00	0.00	-17.31	0.23	0.37	
C20orf20	RBM10	RBM10	0|11	11	5.50	2	28|12|5|0|1|52|31|46|0	0.00	0.00	0.00	0.00	0.00	-83.51	0.28	0.37	
C20orf20	PRPF31	PRPF31	0|1	1	0.50	2	11|2|0|0|1|19|12|13|0	0.00	0.00	0.00	0.00	0.00	-26.07	0.08	0.37	
C20orf20	C11orf84	C11orf84	0|1	1	0.50	2	3|5|1|0|3|4|2|8|0	0.00	0.00	0.00	0.00	0.00	-11.23	0.17	0.37	
C20orf20	DDX3X	DDX3X	0|3	3	1.50	2	15|10|5|0|1|10|5|4|13	0.00	0.00	0.00	0.00	0.00	-28.83	0.21	0.37	
C20orf20	KHDRBS1	KHDRBS1	0|2	2	1.00	2	0|12|0|0|5|0|2|0|1	0.00	0.00	0.00	0.00	0.00	-7.68	0.45	0.37	
C20orf20	RCC2	RCC2	0|3	3	1.50	2	1|0|0|0|1|0|0|0|23	0.01	0.02	0.01	0.02	0.01	-9.83	0.54	0.31	
