uidA,uidB,aliasA,aliasB,interactionType
Q9NS87,Q9NS87,KIF15,KIF15,psi-mi:MI:0915(physical association)
Q8N3F8,Q8N3F8,MICALL1,MICALL1,psi-mi:MI:0914(association)
Q15796,P21980,SMAD2,TGM2,MI:0407(direct interaction)
Q15796,P35222,SMAD2,CTNNB1,MI:0915(physical association)
Q15796,Q12955,SMAD2,ANK3,MI:0915(physical association)
Q15796,Q86UR5,SMAD2,RIMS1,MI:0915(physical association)
Q15796,Q9GZV5,SMAD2,WWTR1,psi-mi:MI:0914(association)
Q92993,Q07954,KAT5,LRP1,-
Q01955,A0A024RAJ5,COL4A3,COL4A3BP,-
Q15700,Q14500,DLG2,KCNJ12,-
Q03001,Q02388,DST,COL7A1,psi-mi:MI:0915(physical association)
O15371,Q14240,EIF3D,EIF4A2,MI:0915(physical association)
P57721,Q92997,PCBP3,DVL3,MI:0915(physical association)
Q96PY6,P46100,NEK1,ATRX,-
Q8IWV7,P60953,UBR1,CDC42,-
P57721,O00422,PCBP3,SAP18,MI:0915(physical association)
Q15700,B3VK56,DLG2,NOS1,-
Q14524,P61328,SCN5A,FGF12,MI:0407(direct interaction)
Q9BRK4,Q9UQ90,LZTS2,SPG7,MI:0915(physical association)
O75420,Q9H0I2,GIGYF1,ENKD1,MI:0915(physical association)
A0A024R2I1,Q92561,HDAC11,PHYHIP,MI:0915(physical association)
Q13761,P35222,RUNX3,CTNNB1,MI:0915(physical association)
P61978,Q9UQ90,HNRNPK,SPG7,MI:0915(physical association)
P30679,P24723,GNA15,PRKCH,psi-mi:MI:0914(association)
P07942,P22303,LAMB1,ACHE,-
P51787,P51787,KCNQ1,KCNQ1,MI:0407(direct interaction)
O60344,P42081,ECE2,CD86,MI:0915(physical association)
Q14494,P51610,NFE2L1,HCFC1,MI:0407(direct interaction)
P04114,A0A024R7D5,APOB,LDLR,psi-mi:MI:0915(physical association)
A0A090N7U0,Q96QB1,CUL1,DLC1,MI:0915(physical association)
A0A024RDW8,P23284,COL4A2,PPIB,psi-mi:MI:0915(physical association)
A0A024RDW8,P07942,COL4A2,LAMB1,psi-mi:MI:0915(physical association)
Q53GM7,O14733,CNKSR1,MAP2K7,-
Q8WV44,Q86V42,TRIM41,FAM124A,psi-mi:MI:0915(physical association)
Q9NSD9,P40818,FARSB,USP8,MI:0403(colocalization)
O43521,P31946,BCL2L11,YWHAB,MI:0217(phosphorylation reaction)
O14770,O14770,MEIS2,MEIS2,MI:0915(physical association)
O14770,Q6P1W5,MEIS2,C1orf94,MI:0915(physical association)
Q03001,Q96CV9,DST,OPTN,MI:0915(physical association)
O00213,Q07954,APBB1,LRP1,MI:0407(direct interaction)
O94929,A0A0S2Z5C2,ABLIM3,BANP,MI:0915(physical association)
P25940,O95450,COL5A3,ADAMTS2,psi-mi:MI:0915(physical association)
O75420,Q2TAC2,GIGYF1,CCDC57,MI:0915(physical association)
P25940,P02462,COL5A3,COL4A1,psi-mi:MI:0914(association)
P04629,P0CG48,NTRK1,UBC,MI:0915(physical association)
P04629,A0A024R906,NTRK1,DDR2,MI:0915(physical association)
P04629,Q99081,NTRK1,TCF12,MI:0915(physical association)
P04629,Q6P2E9,NTRK1,EDC4,MI:0915(physical association)
P04629,Q8IXI1,NTRK1,RHOT2,MI:0915(physical association)
P04629,Q07864,NTRK1,POLE,MI:0915(physical association)
P04629,Q8IWS0,NTRK1,PHF6,MI:0915(physical association)
P04629,P46940,NTRK1,IQGAP1,MI:0915(physical association)
P04629,P51610,NTRK1,HCFC1,MI:0915(physical association)
P04629,Q9H1B7,NTRK1,IRF2BPL,MI:0915(physical association)
P04629,A0A024RDA1,NTRK1,EXOC1,MI:0915(physical association)
P04629,Q9Y223,NTRK1,GNE,MI:0915(physical association)
P04629,A0A024R0Y5,NTRK1,PFKM,MI:0915(physical association)
P04629,Q6ULP2,NTRK1,AFTPH,MI:0915(physical association)
P04629,P23284,NTRK1,PPIB,MI:0915(physical association)
P04629,P46777,NTRK1,RPL5,MI:0915(physical association)
P04629,Q9Y678,NTRK1,COPG1,MI:0915(physical association)
P04629,A0A090N7U0,NTRK1,CUL1,MI:0915(physical association)
P04629,Q9NPD3,NTRK1,EXOSC4,MI:0915(physical association)
P04629,P35221,NTRK1,CTNNA1,MI:0915(physical association)
Q14240,P46777,EIF4A2,RPL5,psi-mi:MI:0914(association)
P04629,Q15031,NTRK1,LARS2,MI:0915(physical association)
P04629,P23381,NTRK1,WARS,MI:0915(physical association)
P04629,P35606,NTRK1,COPB2,MI:0915(physical association)
P04629,P08138,NTRK1,NGFR,MI:0915(physical association)
Q9BQK8,Q9HCD6,LPIN3,TANC2,MI:0915(physical association)
Q14240,P61313,EIF4A2,RPL15,psi-mi:MI:0914(association)
Q14240,O15372,EIF4A2,EIF3H,psi-mi:MI:0915(physical association)
Q01850,A0A1W2PRB5,CDR2,KANSL1,MI:0407(direct interaction)
B2RWN7,Q7Z3K3,DMXL1,POGZ,MI:0915(physical association)
P46087,Q8IY81,NOP2,FTSJ3,MI:0403(colocalization)
Q53HC0,Q53HC0,CCDC92,CCDC92,MI:0915(physical association)
Q15366,Q15366,PCBP2,PCBP2,-
P07942,P25391,LAMB1,LAMA1,psi-mi:MI:0915(physical association)
Q12979,Q12802,ABR,AKAP13,psi-mi:MI:0914(association)
Q6ZNC4,A0A090N7U0,ZNF704,CUL1,MI:0915(physical association)
Q5XPI4,A0A0S2Z5M8,RNF123,ELAC2,MI:0915(physical association)
Q15366,P23284,PCBP2,PPIB,MI:0403(colocalization)
Q9BRK4,Q9NYB9,LZTS2,ABI2,MI:0915(physical association)
A0A024R4C1,Q8NC74,POLR3C,RBBP8NL,MI:0915(physical association)
Q15366,A0A024R9W5,PCBP2,HUWE1,MI:0915(physical association)
Q8IUI8,Q8IUI8,CRLF3,CRLF3,MI:0407(direct interaction)
Q8TD84,Q8TD84,DSCAML1,DSCAML1,psi-mi:MI:0915(physical association)
Q13469,P18146,NFATC2,EGR1,-
Q1XBU8,Q15554,PIAS1,TERF2,MI:0915(physical association)
Q1XBU8,Q9Y6K1,PIAS1,DNMT3A,MI:0407(direct interaction)
Q9UBS0,P15056,RPS6KB2,BRAF,MI:0407(direct interaction)
O75420,Q9HCD6,GIGYF1,TANC2,MI:0915(physical association)
I6S2Y9,P04626,ERRFI1,ERBB2,MI:0915(physical association)
Q9H4A3,Q9HBL0,WNK1,TNS1,MI:0915(physical association)
P61978,Q8IZP0,HNRNPK,ABI1,MI:0915(physical association)
P61978,Q9NYB9,HNRNPK,ABI2,MI:0915(physical association)
Q12979,Q9BRR9,ABR,ARHGAP9,psi-mi:MI:0914(association)
Q01850,Q8IY33,CDR2,MICALL2,MI:0915(physical association)
Q9UBS0,P13646,RPS6KB2,KRT13,MI:0915(physical association)
Q9UBS0,P04264,RPS6KB2,KRT1,MI:0915(physical association)
Q9BRK4,Q96E35,LZTS2,ZMYND19,MI:0407(direct interaction)
A0A090N7U0,Q9H0H5,CUL1,RACGAP1,MI:0915(physical association)
A0A090N7U0,P46782,CUL1,RPS5,MI:0915(physical association)
A0A090N7U0,Q15653,CUL1,NFKBIB,MI:0915(physical association)
Q9BRK4,Q9UM82,LZTS2,SPATA2,MI:0915(physical association)
Q9UBS0,Q8WXF1,RPS6KB2,PSPC1,MI:0915(physical association)
P20936,O43683,RASA1,BUB1,MI:0915(physical association)
P61599,P61599,NAA20,NAA20,-
Q9UBS0,Q9BQE3,RPS6KB2,TUBA1C,MI:0915(physical association)
O14827,P42704,RASGRF2,LRPPRC,psi-mi:MI:0915(physical association)
O14827,O14827,RASGRF2,RASGRF2,psi-mi:MI:0915(physical association)
Q12979,Q9NRY4,ABR,ARHGAP35,psi-mi:MI:0914(association)
Q01082,Q99759,SPTBN1,MAP3K3,MI:0915(physical association)
Q8TBB1,Q92997,LNX1,DVL3,psi-mi:MI:0915(physical association)
O75665,Q96CV9,OFD1,OPTN,psi-mi:MI:0914(association)
P63261,Q9NRC6,ACTG1,SPTBN5,psi-mi:MI:0915(physical association)
P63261,Q9UQB8,ACTG1,BAIAP2,psi-mi:MI:0915(physical association)
P35613,P42345,BSG,MTOR,MI:0915(physical association)
O75626,O00478,PRDM1,BTN3A3,psi-mi:MI:0915(physical association)
Q07954,Q9BXS9,LRP1,SLC26A6,MI:0915(physical association)
Q5VW00,Q13620,DCAF12L2,CUL4B,MI:0915(physical association)
Q6NUM9,Q9Y5H8,RETSAT,PCDHA3,MI:0915(physical association)
P07942,P02462,LAMB1,COL4A1,psi-mi:MI:0915(physical association)
A0A024R7D5,A0A024R7D5,LDLR,LDLR,-
Q07954,O00213,LRP1,APBB1,-
P11047,O15230,LAMC1,LAMA5,MI:0403(colocalization)
P13612,P0CG48,ITGA4,UBC,MI:0915(physical association)
P13612,P41252,ITGA4,IARS,MI:0915(physical association)
P13612,K7EQ55,ITGA4,DAZAP1,MI:0915(physical association)
P13612,P61026,ITGA4,RAB10,MI:0915(physical association)
P13612,P63000,ITGA4,RAC1,MI:0915(physical association)
P13612,Q9BXJ9,ITGA4,NAA15,MI:0915(physical association)
P13612,Q5T4S7,ITGA4,UBR4,MI:0915(physical association)
Q9HC29,Q9HC29,NOD2,NOD2,psi-mi:MI:0915(physical association)
A0A0S2Z5J4,Q12955,AP3B1,ANK3,MI:0407(direct interaction)
A0A0S2Z5J4,Q92729,AP3B1,PTPRU,psi-mi:MI:0914(association)
O75448,F1D8Q5,MED24,RXRA,psi-mi:MI:0915(physical association)
Q12979,Q9H7P9,ABR,PLEKHG2,psi-mi:MI:0914(association)
Q12979,Q8WWN8,ABR,ARAP3,psi-mi:MI:0914(association)
Q9NYV8,P18089,TAS2R14,ADRA2B,psi-mi:MI:0914(association)
O75448,Q15788,MED24,NCOA1,psi-mi:MI:0915(physical association)
Q12979,P85298,ABR,ARHGAP8,psi-mi:MI:0914(association)
O60293,A0A0S2Z4W2,ZFC3H1,GAN,MI:0915(physical association)
P04264,Q13620,KRT1,CUL4B,MI:0915(physical association)
Q9BQE3,B5MC67,TUBA1C,FRMD5,MI:0915(physical association)
A0A024RAU1,A0A024RAU1,IAPP,IAPP,MI:0407(direct interaction)
Q6VAB6,P15056,KSR2,BRAF,MI:0915(physical association)
Q01432,Q01432,AMPD3,AMPD3,psi-mi:MI:0915(physical association)
Q9NPH3,P52294,IL1RAP,KPNA1,MI:0407(direct interaction)
Q9NPH3,P63000,IL1RAP,RAC1,-
Q9NYB9,Q8TBB1,ABI2,LNX1,MI:0915(physical association)
Q9NYB9,Q8IZP0,ABI2,ABI1,MI:0915(physical association)
Q9NYB9,Q9NYB9,ABI2,ABI2,MI:0915(physical association)
Q8N2W9,O95714,PIAS4,HERC2,MI:0915(physical association)
Q6P2E9,P35249,EDC4,RFC4,MI:0403(colocalization)
P98160,P22607,HSPG2,FGFR3,psi-mi:MI:0915(physical association)
Q86TU7,P35249,SETD3,RFC4,MI:0915(physical association)
O00422,P31946,SAP18,YWHAB,psi-mi:MI:0915(physical association)
P48378,Q6P1W5,RFX2,C1orf94,MI:0407(direct interaction)
P13196,A0A024R770,ALAS1,NRF1,psi-mi:MI:0914(association)
P55211,Q13635,CASP9,PTCH1,MI:0915(physical association)
A0A024R1I7,K7PPA8,TFIP11,TP53,MI:0915(physical association)
A0A024R1I7,Q96BZ8,TFIP11,LENG1,MI:0915(physical association)
A0A024R1I7,Q8IYE1,TFIP11,CCDC13,MI:0915(physical association)
A0A024R1I7,Q96GE4,TFIP11,CEP95,MI:0915(physical association)
A0A024R1I7,O75146,TFIP11,HIP1R,MI:0915(physical association)
A0A024R1I7,A0A024R8D6,TFIP11,PKN3,MI:0915(physical association)
Q9UIG0,Q02880,BAZ1B,TOP2B,MI:0403(colocalization)
Q9UNA1,Q07889,ARHGAP26,SOS1,psi-mi:MI:0914(association)
Q9UNA1,Q8IVF5,ARHGAP26,TIAM2,psi-mi:MI:0914(association)
Q9UIG0,P27635,BAZ1B,RPL10,MI:0915(physical association)
P48556,Q08211,PSMD8,DHX9,MI:0403(colocalization)
P11047,P98160,LAMC1,HSPG2,psi-mi:MI:0915(physical association)
F1D8S4,Q09472,PPARA,EP300,MI:0407(direct interaction)
Q86YS3,Q9H0H5,RAB11FIP4,RACGAP1,MI:0407(direct interaction)
Q9BQK8,O43166,LPIN3,SIPA1L1,MI:0915(physical association)
Q15911,Q69YQ0,ZFHX3,SPECC1L,MI:0915(physical association)
Q6UN15,P68400,FIP1L1,CSNK2A1,MI:0217(phosphorylation reaction)
P48556,P62191,PSMD8,PSMC1,psi-mi:MI:0915(physical association)
P20936,P20936,RASA1,RASA1,-
Q07889,Q8IZP0,SOS1,ABI1,MI:0407(direct interaction)
P20936,Q8IZP0,RASA1,ABI1,MI:0407(direct interaction)
Q07889,P14784,SOS1,IL2RB,psi-mi:MI:0915(physical association)
Q07889,P60953,SOS1,CDC42,psi-mi:MI:0915(physical association)
Q07889,O60229,SOS1,KALRN,psi-mi:MI:0914(association)
Q07889,P07900,SOS1,HSP90AA1,psi-mi:MI:0915(physical association)
A0A0S2Z5C2,Q7L273,BANP,KCTD9,MI:0915(physical association)
A0A0S2Z5C2,A0A0S2Z5C2,BANP,BANP,MI:0915(physical association)
Q6P2Q9,Q08211,PRPF8,DHX9,MI:0403(colocalization)
Q00653,P41252,NFKB2,IARS,MI:0915(physical association)
Q9H0H5,P51659,RACGAP1,HSD17B4,MI:0915(physical association)
A6ND36,Q15796,FAM83G,SMAD2,MI:0915(physical association)
Q9H0H5,A0A024RCV0,RACGAP1,SLC26A8,MI:0915(physical association)
O75689,P39687,ADAP1,ANP32A,MI:0914(association)
O00267,P61978,SUPT5H,HNRNPK,MI:0403(colocalization)
O00267,P21281,SUPT5H,ATP6V1B2,MI:0403(colocalization)
O14863,O14863,SLC30A4,SLC30A4,MI:0403(colocalization)
O00267,F1T0B6,SUPT5H,AIPL1,MI:0915(physical association)
Q6P2Q9,Q8IX12,PRPF8,CCAR1,psi-mi:MI:0915(physical association)
Q9H0H5,Q12840,RACGAP1,KIF5A,psi-mi:MI:0914(association)
Q6P2Q9,Q10570,PRPF8,CPSF1,psi-mi:MI:0915(physical association)
O00267,Q92561,SUPT5H,PHYHIP,MI:0915(physical association)
A0A024QYX8,Q8IZP0,WAS,ABI1,psi-mi:MI:0914(association)
P61221,B7Z7Q6,ABCE1,PRCP,MI:0915(physical association)
P61221,O94874,ABCE1,UFL1,MI:0915(physical association)
Q96JN8,P35249,NEURL4,RFC4,MI:0915(physical association)
P61221,Q9NU22,ABCE1,MDN1,MI:0915(physical association)
P61221,P48556,ABCE1,PSMD8,MI:0915(physical association)
F1D8Q5,Q9Y6Q9,RXRA,NCOA3,-
F1D8Q5,O75448,RXRA,MED24,-
Q13615,Q17RB8,MTMR3,LONRF1,MI:0915(physical association)
O60282,A0A024RDA1,KIF5C,EXOC1,MI:0915(physical association)
O60282,P68400,KIF5C,CSNK2A1,MI:0407(direct interaction)
O60282,P49792,KIF5C,RANBP2,MI:0915(physical association)
Q14416,Q14416,GRM2,GRM2,MI:0914(association)
O95429,Q9H9P5,BAG4,UNKL,MI:0915(physical association)
O95429,Q9NYB9,BAG4,ABI2,MI:0915(physical association)
O00571,Q00653,DDX3X,NFKB2,-
O60282,Q6P597,KIF5C,KLC3,-
Q8IYA8,Q8TBB1,CCDC36,LNX1,MI:0915(physical association)
O75971,Q02930,SNAPC5,CREB5,MI:0915(physical association)
Q8N653,Q9Y473,LZTR1,ZNF175,MI:0407(direct interaction)
O00571,Q14240,DDX3X,EIF4A2,psi-mi:MI:0915(physical association)
Q9NRW3,P27635,APOBEC3C,RPL10,MI:0915(physical association)
Q8TDC0,Q14315,MYOZ3,FLNC,-
Q92519,A0A090N7U0,TRIB2,CUL1,MI:0915(physical association)
Q9UMX2,P14923,OAZ3,JUP,MI:0915(physical association)
Q9BTA9,Q5VTR2,WAC,RNF20,psi-mi:MI:0914(association)
Q96QK1,Q9ULJ7,VPS35,ANKRD50,psi-mi:MI:0914(association)
Q86US8,P46777,SMG6,RPL5,psi-mi:MI:0915(physical association)
Q86US8,P47914,SMG6,RPL29,psi-mi:MI:0915(physical association)
Q969Q1,P40818,TRIM63,USP8,MI:0407(direct interaction)
Q02930,P35638,CREB5,DDIT3,-
Q9UKV8,Q9HCE1,AGO2,MOV10,psi-mi:MI:0914(association)
Q75N90,Q75N90,FBN3,FBN3,psi-mi:MI:0915(physical association)
Q12802,Q15139,AKAP13,PRKD1,-
A0A024RDW8,P02462,COL4A2,COL4A1,MI:0914(association)
P31629,Q9H4A3,HIVEP2,WNK1,MI:0915(physical association)
Q9NR81,B0I1T6,ARHGEF3,MYO9B,psi-mi:MI:0914(association)
O95613,P61006,PCNT,RAB8A,psi-mi:MI:0914(association)
O95613,Q9BV73,PCNT,CEP250,psi-mi:MI:0915(physical association)
A0A024RDW8,P25940,COL4A2,COL5A3,psi-mi:MI:0914(association)
Q13370,P31946,PDE3B,YWHAB,-
O60841,K7PPA8,EIF5B,TP53,MI:0915(physical association)
P52306,P63000,RAP1GDS1,RAC1,-
A0A024R3C7,K7PPA8,ATM,TP53,-
Q9UBS0,P07900,RPS6KB2,HSP90AA1,MI:0915(physical association)
Q9UBS0,Q9Y230,RPS6KB2,RUVBL2,MI:0915(physical association)
Q9Y265,P35222,RUVBL1,CTNNB1,-
Q9Y265,Q15750,RUVBL1,TAB1,MI:0915(physical association)
Q9Y265,Q9BRX2,RUVBL1,PELO,MI:0915(physical association)
Q9UBS0,Q92831,RPS6KB2,KAT2B,MI:0915(physical association)
Q9Y265,O75665,RUVBL1,OFD1,MI:0915(physical association)
Q9Y265,Q9Y2X3,RUVBL1,NOP58,psi-mi:MI:0914(association)
O60841,O15371,EIF5B,EIF3D,psi-mi:MI:0914(association)
O60841,P46777,EIF5B,RPL5,psi-mi:MI:0915(physical association)
Q9Y250,Q9H0I2,LZTS1,ENKD1,MI:0915(physical association)
Q9Y250,Q8TBB1,LZTS1,LNX1,MI:0915(physical association)
Q9Y250,Q3B820,LZTS1,FAM161A,MI:0915(physical association)
P55290,P55290,CDH13,CDH13,-
Q86XT2,Q86XT2,VPS37D,VPS37D,-
Q9NRR6,O15075,INPP5E,DCLK1,MI:0915(physical association)
Q8IUR6,Q8IUR6,CREBRF,CREBRF,MI:0915(physical association)
Q96CV9,P61006,OPTN,RAB8A,MI:0915(physical association)
Q96CV9,Q8WZ42,OPTN,TTN,MI:0915(physical association)
Q96CV9,Q49A26,OPTN,GLYR1,MI:0915(physical association)
Q96CV9,P07900,OPTN,HSP90AA1,psi-mi:MI:0914(association)
P33176,P12524,KIF5B,MYCL,MI:0915(physical association)
P55290,P35221,CDH13,CTNNA1,psi-mi:MI:0915(physical association)
Q8IYA8,Q2TAC2,CCDC36,CCDC57,MI:0915(physical association)
Q96CV9,P20929,OPTN,NEB,MI:0915(physical association)
Q8WZ42,Q8WZ42,TTN,TTN,MI:0915(physical association)
Q9P2K5,Q8TBB1,MYEF2,LNX1,MI:0915(physical association)
P04114,P98164,APOB,LRP2,psi-mi:MI:0915(physical association)
Q99697,P35222,PITX2,CTNNB1,-
A0A024R3C7,Q14676,ATM,MDC1,MI:0403(colocalization)
Q9Y5A7,F1T0B6,NUB1,AIPL1,MI:0915(physical association)
Q5MNZ6,P06132,WDR45B,UROD,MI:0915(physical association)
P41235,P41235,HNF4A,HNF4A,-
Q9UQB8,P60953,BAIAP2,CDC42,psi-mi:MI:0915(physical association)
Q9UQB8,A0A024QYX8,BAIAP2,WAS,psi-mi:MI:0914(association)
P06132,P06132,UROD,UROD,MI:0914(association)
Q9UPN3,A0A024RDA1,MACF1,EXOC1,MI:0407(direct interaction)
Q96KQ4,O75901,PPP1R13B,RASSF9,MI:0915(physical association)
Q9NYJ8,Q9NYJ8,TAB2,TAB2,MI:0915(physical association)
Q96KQ4,A0A0S2Z4N5,PPP1R13B,TP63,MI:0407(direct interaction)
Q96KQ4,O75145,PPP1R13B,PPFIA3,MI:0915(physical association)
O95714,Q96JN8,HERC2,NEURL4,MI:0915(physical association)
Q9BVG3,Q15796,TRIM62,SMAD2,-
Q08554,Q99959,DSC1,PKP2,MI:0407(direct interaction)
Q8TEU7,O96018,RAPGEF6,APBA3,MI:0915(physical association)
Q03112,Q92831,MECOM,KAT2B,-
Q8NHU6,O43683,TDRD7,BUB1,MI:0915(physical association)
Q92993,Q9HC52,KAT5,CBX8,MI:0915(physical association)
Q92993,A0A140VJI5,KAT5,DUSP23,MI:0915(physical association)
Q92993,A0A0C3SFZ9,KAT5,FCHO1,MI:0915(physical association)
Q92993,Q6ZSB9,KAT5,ZBTB49,psi-mi:MI:0914(association)
Q13620,Q9NS87,CUL4B,KIF15,MI:0915(physical association)
P21281,D3DP78,ATP6V1B2,DARS,MI:0403(colocalization)
P22607,P0CG48,FGFR3,UBC,psi-mi:MI:0915(physical association)
Q9NR81,Q12979,ARHGEF3,ABR,psi-mi:MI:0914(association)
Q9NR81,Q9H0H5,ARHGEF3,RACGAP1,psi-mi:MI:0914(association)
Q9NR81,O00212,ARHGEF3,RHOD,psi-mi:MI:0915(physical association)
Q6ZWT7,Q8IV08,MBOAT2,PLD3,psi-mi:MI:0914(association)
Q9NR81,P85298,ARHGEF3,ARHGAP8,psi-mi:MI:0914(association)
P14921,P14921,ETS1,ETS1,-
P04626,P04626,ERBB2,ERBB2,-
Q09472,Q9Y5W3,EP300,KLF2,-
A0A0S2Z4V5,Q9BRK4,PQBP1,LZTS2,MI:0915(physical association)
Q5T5X7,Q3B820,BEND3,FAM161A,MI:0915(physical association)
Q08554,P14923,DSC1,JUP,-
P41597,P35372,CCR2,OPRM1,psi-mi:MI:0914(association)
O00459,Q92835,PIK3R2,INPP5D,psi-mi:MI:0914(association)
O00459,O15327,PIK3R2,INPP4B,psi-mi:MI:0914(association)
O00459,O60229,PIK3R2,KALRN,psi-mi:MI:0914(association)
Q09472,A0A024R4C3,EP300,TP73,-
Q09472,Q92831,EP300,KAT2B,MI:0915(physical association)
A0A024R4C3,A0A0S2Z4A4,TP73,MLF1,MI:0915(physical association)
Q15750,P07900,TAB1,HSP90AA1,psi-mi:MI:0915(physical association)
Q09472,O60315,EP300,ZEB2,MI:0915(physical association)
O43251,P26599,RBFOX2,PTBP1,MI:0915(physical association)
O43251,O43251,RBFOX2,RBFOX2,MI:0915(physical association)
Q09472,Q86Y01,EP300,DTX1,MI:0915(physical association)
P21860,P42684,ERBB3,ABL2,MI:0407(direct interaction)
Q09472,C9JAU6,EP300,IRF5,MI:0407(direct interaction)
Q09472,Q16531,EP300,DDB1,MI:0915(physical association)
Q09472,Q92993,EP300,KAT5,MI:0915(physical association)
Q14839,P17480,CHD4,UBTF,psi-mi:MI:0914(association)
Q15750,P60953,TAB1,CDC42,psi-mi:MI:0914(association)
Q15750,Q9HC29,TAB1,NOD2,psi-mi:MI:0915(physical association)
Q01959,Q01959,SLC6A3,SLC6A3,MI:0915(physical association)
Q09472,A0A024R5F4,EP300,CPT1A,psi-mi:MI:0914(association)
Q09472,Q04721,EP300,NOTCH2,psi-mi:MI:0915(physical association)
Q09472,Q9H944,EP300,MED20,psi-mi:MI:0915(physical association)
Q09472,Q15788,EP300,NCOA1,psi-mi:MI:0915(physical association)
Q9UBF8,A0A024R3P9,PI4KB,ACBD3,MI:0915(physical association)
Q5T4S7,P0CG48,UBR4,UBC,MI:0407(direct interaction)
Q9ULI4,Q9NS87,KIF26A,KIF15,psi-mi:MI:0914(association)
A0A024R370,Q01167,TMF1,FOXK2,MI:0915(physical association)
Q9Y5S9,P61313,RBM8A,RPL15,psi-mi:MI:0915(physical association)
Q9P2N6,Q7Z3B3,KANSL3,KANSL1,psi-mi:MI:0915(physical association)
Q14995,Q92993,NR1D2,KAT5,psi-mi:MI:0914(association)
Q32MZ4,Q32MZ4,LRRFIP1,LRRFIP1,psi-mi:MI:0915(physical association)
Q15327,P54296,ANKRD1,MYOM2,MI:0915(physical association)
A0A024RDY4,A0A024R274,TFDP1,SMAD4,psi-mi:MI:0915(physical association)
O60682,Q8TBB1,MSC,LNX1,MI:0915(physical association)
Q8WUI4,P46531,HDAC7,NOTCH1,psi-mi:MI:0915(physical association)
Q92908,Q09472,GATA6,EP300,MI:0915(physical association)
O75151,F1D8T1,PHF2,HNF4A,psi-mi:MI:0914(association)
Q13683,O15230,ITGA7,LAMA5,psi-mi:MI:0915(physical association)
P46821,Q658J6,MAP1B,MAP1LC3B,MI:0915(physical association)
Q9HAU0,O43909,PLEKHA5,EXTL3,MI:0915(physical association)
Q9HAU0,Q96KQ4,PLEKHA5,PPP1R13B,MI:0915(physical association)
Q9HAU0,Q7Z3B3,PLEKHA5,KANSL1,MI:0915(physical association)
Q00653,Q9HC29,NFKB2,NOD2,psi-mi:MI:0914(association)
Q00653,Q9NYJ8,NFKB2,TAB2,psi-mi:MI:0914(association)
Q8IZP0,O15372,ABI1,EIF3H,MI:0915(physical association)
Q9HAU0,O75420,PLEKHA5,GIGYF1,MI:0915(physical association)
P12524,Q12840,MYCL,KIF5A,MI:0915(physical association)
P04626,P14923,ERBB2,JUP,MI:0403(colocalization)
Q14155,B0I1T6,ARHGEF7,MYO9B,psi-mi:MI:0914(association)
Q14155,Q12979,ARHGEF7,ABR,psi-mi:MI:0914(association)
Q14155,O75116,ARHGEF7,ROCK2,psi-mi:MI:0914(association)
Q8N3F8,P61006,MICALL1,RAB8A,psi-mi:MI:0914(association)
Q9Y230,P35222,RUVBL2,CTNNB1,-
Q9Y5S9,Q10570,RBM8A,CPSF1,psi-mi:MI:0915(physical association)
Q9Y5S9,Q9BW27,RBM8A,NUP85,psi-mi:MI:0914(association)
Q9Y5S9,Q6P2Q9,RBM8A,PRPF8,psi-mi:MI:0915(physical association)
Q9Y5S9,P61978,RBM8A,HNRNPK,psi-mi:MI:0915(physical association)
Q9Y5S9,Q15366,RBM8A,PCBP2,psi-mi:MI:0915(physical association)
P60709,Q6IBS0,ACTB,TWF2,MI:0915(physical association)
P60709,Q08211,ACTB,DHX9,MI:0915(physical association)
P60709,Q13643,ACTB,FHL3,-
P60709,P63000,ACTB,RAC1,-
P60709,Q8IZP0,ACTB,ABI1,psi-mi:MI:0915(physical association)
P60709,P61026,ACTB,RAB10,psi-mi:MI:0914(association)
Q9H0X6,Q9UMX0,RNF208,UBQLN1,MI:0915(physical association)
O60307,Q9UPQ3,MAST3,AGAP1,MI:0915(physical association)
A0A024R1L9,Q8WUI4,CBY1,HDAC7,MI:0915(physical association)
A0A024R1L9,Q6PKG0,CBY1,LARP1,MI:0915(physical association)
Q5VST9,Q01484,OBSCN,ANK2,MI:0915(physical association)
Q9BYE9,Q6PIF6,CDHR2,MYO7B,MI:0915(physical association)
P28715,Q07864,ERCC5,POLE,psi-mi:MI:0914(association)
P28715,P35249,ERCC5,RFC4,psi-mi:MI:0914(association)
Q9Y5Z0,Q9Y5Z0,BACE2,BACE2,-
P31930,Q9Y230,UQCRC1,RUVBL2,MI:0915(physical association)
A0A140VJW5,P07900,DARS,HSP90AA1,MI:0915(physical association)
Q9BXS9,Q6UWJ1,SLC26A6,TMCO3,MI:0915(physical association)
A0A024R2C5,Q96CF2,VPS4B,CHMP4C,psi-mi:MI:0915(physical association)
Q12979,Q5VST9,ABR,OBSCN,psi-mi:MI:0914(association)
Q12979,Q8IXI1,ABR,RHOT2,psi-mi:MI:0915(physical association)
Q17R89,Q15811,ARHGAP44,ITSN1,psi-mi:MI:0914(association)
Q13972,Q14957,RASGRF1,GRIN2C,psi-mi:MI:0915(physical association)
Q17R89,Q9H7P9,ARHGAP44,PLEKHG2,psi-mi:MI:0914(association)
P54646,P41235,PRKAA2,HNF4A,-
P54646,Q01850,PRKAA2,CDR2,MI:0915(physical association)
P24071,P24071,FCAR,FCAR,-
