uidA,uidB,aliasA,aliasB,interactionType
P48552,A0A024R9Q9,NRIP1,PPARGC1A,MI:0915(physical association)
Q13203,P20807,MYBPH,CAPN3,MI:0915(physical association)
Q8NHS3,Q8IZF4,MFSD8,ADGRG5,MI:0915(physical association)
Q8NHS3,P43119,MFSD8,PTGIR,MI:0915(physical association)
P78348,P78348,ASIC1,ASIC1,-
O95602,Q5T7N2,POLR1A,L1TD1,MI:0915(physical association)
Q9BRQ3,A0A024R7N5,NUDT22,KLHL26,MI:0915(physical association)
Q9BX66,P06213,SORBS1,INSR,MI:0915(physical association)
Q99996,A0A140VJG2,AKAP9,CEP70,psi-mi:MI:0915(physical association)
Q9BX66,P56199,SORBS1,ITGA1,psi-mi:MI:0915(physical association)
P01189,Q8N8Y2,POMC,ATP6V0D2,MI:0915(physical association)
O76011,A0A024R302,KRT34,GLYCTK,MI:0915(physical association)
O76011,Q8WUK0,KRT34,PTPMT1,MI:0915(physical association)
O76011,Q8IWZ5,KRT34,TRIM42,MI:0915(physical association)
P08908,P61586,HTR1A,RHOA,MI:0915(physical association)
Q8TE96,B2RTY4,DQX1,MYO9A,MI:0915(physical association)
O76011,Q9BSH4,KRT34,TACO1,MI:0915(physical association)
Q96SN8,Q9P209,CDK5RAP2,CEP72,MI:0915(physical association)
O76011,A0A0S2Z4U0,KRT34,RIN1,MI:0915(physical association)
Q9Y2I6,Q92917,NINL,GPKOW,-
Q9Y2I6,A4D0Z4,NINL,GCC1,-
Q9Y2I6,P13994,NINL,CCDC130,-
Q96SN8,Q9P2P6,CDK5RAP2,STARD9,MI:0915(physical association)
Q9Y2I6,Q9P126,NINL,CLEC1B,MI:0915(physical association)
P01189,P30556,POMC,AGTR1,psi-mi:MI:0914(association)
Q9Y2I6,Q8N157,NINL,AHI1,MI:0915(physical association)
Q9HAY2,Q9BWX1,MAGEF1,PHF7,MI:0407(direct interaction)
Q2M2I5,Q8N7C3,KRT24,TRIML2,MI:0915(physical association)
P31260,Q16533,HOXA10,SNAPC1,MI:0407(direct interaction)
P01189,P26439,POMC,HSD3B2,psi-mi:MI:0914(association)
O75469,O75469,NR1I2,NR1I2,-
P08908,Q8TDS5,HTR1A,OXER1,psi-mi:MI:0914(association)
P08908,Q00722,HTR1A,PLCB2,psi-mi:MI:0914(association)
Q96SN8,Q96RT7,CDK5RAP2,TUBGCP6,psi-mi:MI:0915(physical association)
Q96SN8,O95067,CDK5RAP2,CCNB2,psi-mi:MI:0914(association)
Q96SN8,O95684,CDK5RAP2,FGFR1OP,psi-mi:MI:0915(physical association)
P09211,P21980,GSTP1,TGM2,MI:0915(physical association)
Q3KNS1,Q2TAC2,PTCHD3,CCDC57,MI:0915(physical association)
P01189,P59540,POMC,TAS2R46,psi-mi:MI:0915(physical association)
P01189,Q9NYV8,POMC,TAS2R14,psi-mi:MI:0915(physical association)
P01189,Q08828,POMC,ADCY1,psi-mi:MI:0914(association)
Q9HCH5,A2RU94,SYTL2,RAB27A,psi-mi:MI:0914(association)
O95602,Q8NFY9,POLR1A,KBTBD8,MI:0915(physical association)
Q02383,Q86SG7,SEMG2,LYG2,MI:0915(physical association)
Q86YT6,Q3KP44,MIB1,ANKRD55,MI:0915(physical association)
Q9H019,Q9NRR6,MTFR1L,INPP5E,MI:0915(physical association)
Q2M2I5,Q14CN4,KRT24,KRT72,MI:0915(physical association)
P01189,Q99705,POMC,MCHR1,psi-mi:MI:0915(physical association)
P01189,Q5VZ77,POMC,CCL27,psi-mi:MI:0914(association)
P01189,P35372,POMC,OPRM1,psi-mi:MI:0915(physical association)
P01189,Q9H1C0,POMC,LPAR5,psi-mi:MI:0915(physical association)
P01189,P09341,POMC,CXCL1,psi-mi:MI:0914(association)
P01189,Q13258,POMC,PTGDR,psi-mi:MI:0915(physical association)
P01189,P22888,POMC,LHCGR,psi-mi:MI:0915(physical association)
P36871,P00338,PGM1,LDHA,MI:0403(colocalization)
Q14213,Q6UWB1,EBI3,IL27RA,MI:0915(physical association)
Q9NVH1,H0Y413,DNAJC11,PRICKLE3,MI:0915(physical association)
P40692,A0A140VJV5,MLH1,SPERT,psi-mi:MI:0915(physical association)
Q14643,Q8N3E9,ITPR1,PLCD3,psi-mi:MI:0914(association)
P41218,A0A024RDV3,MNDA,RB1,-
Q05086,A0A024RAB1,UBE3A,ASAP3,MI:0915(physical association)
Q99705,A0A024R720,MCHR1,PIK3CG,psi-mi:MI:0914(association)
O43615,B0YJA4,TIMM44,THY1,MI:0403(colocalization)
O75391,P00533,SPAG7,EGFR,MI:0915(physical association)
Q15306,A0A024R507,IRF4,MS4A1,psi-mi:MI:0915(physical association)
Q9Y2G8,Q16827,DNAJC16,PTPRO,MI:0915(physical association)
Q99705,Q9NZN5,MCHR1,ARHGEF12,psi-mi:MI:0914(association)
O43314,Q86V48,PPIP5K2,LUZP1,MI:0915(physical association)
O75116,Q9NQ48,ROCK2,LZTFL1,MI:0915(physical association)
O43314,Q15149,PPIP5K2,PLEC,MI:0915(physical association)
Q9NVH1,Q9BS40,DNAJC11,LXN,MI:0915(physical association)
Q96T60,Q92997,PNKP,DVL3,MI:0915(physical association)
Q9NY99,Q13368,SNTG2,MPP3,psi-mi:MI:0915(physical association)
Q6ZVT0,O76013,TTLL10,KRT36,MI:0915(physical association)
P36871,O15488,PGM1,GYG2,psi-mi:MI:0914(association)
Q99638,P35249,RAD9A,RFC4,psi-mi:MI:0915(physical association)
P36871,A0A024R7R1,PGM1,HK3,psi-mi:MI:0914(association)
P13535,P13805,MYH8,TNNT1,psi-mi:MI:0915(physical association)
P19525,P07900,EIF2AK2,HSP90AA1,-
P19525,A8KA82,EIF2AK2,DNAJC3,-
A0A024RD33,Q5M8T4,VEGFA,CTGF,MI:0915(physical association)
Q68DD2,Q13393,PLA2G4F,PLD1,psi-mi:MI:0914(association)
P41145,Q8TDU9,OPRK1,RXFP4,psi-mi:MI:0914(association)
O75116,Q9NZN5,ROCK2,ARHGEF12,psi-mi:MI:0914(association)
Q68DD2,O14939,PLA2G4F,PLD2,psi-mi:MI:0914(association)
P19525,A0A024RDG6,EIF2AK2,SCARB2,MI:0915(physical association)
Q6YHK3,Q8NF86,CD109,PRSS33,MI:0915(physical association)
Q6YHK3,Q6PEY0,CD109,GJB7,MI:0915(physical association)
P19525,Q8N6M8,EIF2AK2,IQCF1,MI:0915(physical association)
P82914,Q6P1J9,MRPS15,CDC73,MI:0915(physical association)
P19525,Q9NSD9,EIF2AK2,FARSB,MI:0915(physical association)
P19525,P56537,EIF2AK2,EIF6,MI:0915(physical association)
P19525,Q6IBR2,EIF2AK2,FARSA,MI:0915(physical association)
P40692,Q92597,MLH1,NDRG1,MI:0915(physical association)
Q14790,Q14790,CASP8,CASP8,MI:0915(physical association)
P05106,P05106,ITGB3,ITGB3,MI:0915(physical association)
A0A024R625,Q9BWH6,PPP4C,RPAP1,MI:0915(physical association)
A1A4S6,Q9H7P9,ARHGAP10,PLEKHG2,psi-mi:MI:0914(association)
Q8IZD4,A0A024R2T0,DCP1B,USP4,MI:0915(physical association)
Q9NS23,Q96B26,RASSF1,EXOSC8,MI:0407(direct interaction)
Q99705,B0ZBE0,MCHR1,ADRA1D,psi-mi:MI:0914(association)
Q9NS23,P01112,RASSF1,HRAS,MI:0407(direct interaction)
P34995,P32239,PTGER1,CCKBR,psi-mi:MI:0914(association)
Q9UHC1,P40692,MLH3,MLH1,-
Q5VZ77,Q9Y5Q6,CCL27,INSL5,psi-mi:MI:0914(association)
Q5VZ77,Q8WXF3,CCL27,RLN3,psi-mi:MI:0914(association)
Q5VZ77,Q9NYW0,CCL27,TAS2R10,psi-mi:MI:0915(physical association)
Q5VZ77,P59540,CCL27,TAS2R46,psi-mi:MI:0915(physical association)
Q5VZ77,Q9HB89,CCL27,NMUR1,psi-mi:MI:0915(physical association)
Q5VZ77,Q9H244,CCL27,P2RY12,psi-mi:MI:0915(physical association)
Q5VZ77,P46663,CCL27,BDKRB1,psi-mi:MI:0915(physical association)
Q5VZ77,A0A024R2Z3,CCL27,CCR3,psi-mi:MI:0915(physical association)
Q5VZ77,Q9H3N8,CCL27,HRH4,psi-mi:MI:0915(physical association)
Q14790,Q9NZS9,CASP8,BFAR,-
Q5VZ77,P51681,CCL27,CCR5,psi-mi:MI:0915(physical association)
P06734,Q8IZL2,FCER2,MAML2,psi-mi:MI:0914(association)
Q5VZ77,P21917,CCL27,DRD4,psi-mi:MI:0915(physical association)
Q5VZ77,P09341,CCL27,CXCL1,psi-mi:MI:0914(association)
Q99567,Q10570,NUP88,CPSF1,psi-mi:MI:0914(association)
A4Z6T7,Q06609,NAT2,RAD51,MI:0407(direct interaction)
Q9NRI5,P46939,DISC1,UTRN,MI:0407(direct interaction)
Q9UQB8,Q9HAP6,BAIAP2,LIN7B,-
Q49A88,Q96T60,CCDC14,PNKP,MI:0915(physical association)
Q8NHH9,P25391,ATL2,LAMA1,MI:0915(physical association)
Q9NRI5,Q9Y496,DISC1,KIF3A,MI:0915(physical association)
Q9ULK4,Q9Y2X0,MED23,MED16,MI:0915(physical association)
A0A024RCZ8,A0A024R7H3,KLC4,USHBP1,MI:0915(physical association)
A0A024RCZ8,O76011,KLC4,KRT34,MI:0915(physical association)
Q9ULK4,A0A024R9Q9,MED23,PPARGC1A,psi-mi:MI:0915(physical association)
A0A024R5Z9,P00338,PKM,LDHA,psi-mi:MI:0914(association)
O15078,O95714,CEP290,HERC2,MI:0915(physical association)
Q99575,O75818,POP1,RPP40,-
O15078,Q9P2S5,CEP290,WRAP73,MI:0915(physical association)
Q16539,Q14934,MAPK14,NFATC4,-
P41145,O43306,OPRK1,ADCY6,psi-mi:MI:0914(association)
Q16539,A0A024R0J6,MAPK14,DYRK1B,-
Q8NBP7,Q8IXB1,PCSK9,DNAJC10,MI:0915(physical association)
Q99575,Q8IXZ2,POP1,ZC3H3,MI:0915(physical association)
Q9UMD9,Q9UMD9,COL17A1,COL17A1,MI:0407(direct interaction)
P49759,Q13523,CLK1,PRPF4B,MI:0407(direct interaction)
P49759,E9PMR6,CLK1,ARHGEF12,MI:0407(direct interaction)
P49759,P49759,CLK1,CLK1,MI:0407(direct interaction)
P49759,B4DWC1,CLK1,HNMT,MI:0407(direct interaction)
P49759,O75800,CLK1,ZMYND10,MI:0407(direct interaction)
O15078,Q66GS9,CEP290,CEP135,MI:0915(physical association)
O15078,Q9NPJ1,CEP290,MKKS,psi-mi:MI:0914(association)
P46098,Q6ZXV5,HTR3A,TMTC3,MI:0915(physical association)
Q86YP4,Q9HCH3,GATAD2A,CPNE5,MI:0915(physical association)
A0A024RD15,Q9BUB5,MAPK14,MKNK1,psi-mi:MI:0915(physical association)
O15078,A0A024R9P0,CEP290,HAUS2,psi-mi:MI:0915(physical association)
O15078,Q9Y2I6,CEP290,NINL,psi-mi:MI:0915(physical association)
O15078,Q96CW5,CEP290,TUBGCP3,psi-mi:MI:0915(physical association)
Q14123,O60266,PDE1C,ADCY3,psi-mi:MI:0914(association)
A0A024RD15,Q49A88,MAPK14,CCDC14,MI:0915(physical association)
A0A024RD15,Q01082,MAPK14,SPTBN1,MI:0915(physical association)
Q86XE0,Q13596,SNX32,SNX1,MI:0915(physical association)
E7EVC7,E7EVC7,ATG16L1,ATG16L1,-
Q9H0B3,Q96I25,KIAA1683,RBM17,MI:0407(direct interaction)
Q9H0B3,Q9UPN7,KIAA1683,PPP6R1,MI:0915(physical association)
Q9BRG2,Q9BRG2,SH2D3A,SH2D3A,-
A0A0Y0IMM4,P16234,VEGFA,PDGFRA,psi-mi:MI:0914(association)
Q12982,P0C671,BNIP2,C6orf222,MI:0915(physical association)
P08151,Q8IWZ5,GLI1,TRIM42,MI:0407(direct interaction)
P48995,P61586,TRPC1,RHOA,-
P08151,A4D0Z4,GLI1,GCC1,MI:0407(direct interaction)
Q96NM4,Q7Z4N8,TOX2,P4HA3,MI:0915(physical association)
Q71F23,Q9H4B4,CENPU,PLK3,MI:0407(direct interaction)
O00584,Q9UII2,RNASET2,ATPIF1,MI:0403(colocalization)
P08151,Q96J02,GLI1,ITCH,MI:0407(direct interaction)
P48995,P20591,TRPC1,MX1,-
Q8WYK0,Q8WYK0,ACOT12,ACOT12,MI:0915(physical association)
Q71F23,Q68D10,CENPU,SPTY2D1,MI:0915(physical association)
A0A140VJS0,P40692,PPP2CB,MLH1,MI:0915(physical association)
Q96ND0,P35606,FAM210A,COPB2,MI:0915(physical association)
A0A140VJS0,Q12913,PPP2CB,PTPRJ,MI:0915(physical association)
Q96MN2,Q9NPP4,NLRP4,NLRC4,-
O94868,P55822,FCHSD2,SH3BGR,MI:0915(physical association)
P04626,P21860,ERBB2,ERBB3,MI:0915(physical association)
P46934,A0A024QZC1,NEDD4,CD2BP2,MI:0407(direct interaction)
Q99567,Q8TD19,NUP88,NEK9,psi-mi:MI:0915(physical association)
C9JFD3,O15111,NCOR2,CHUK,-
P30622,Q9H4B7,CLIP1,TUBB1,MI:0407(direct interaction)
Q8NBF1,Q8IYP9,GLIS1,ZDHHC23,MI:0915(physical association)
P11308,P11308,ERG,ERG,psi-mi:MI:0915(physical association)
P13498,Q8TD20,CYBA,SLC2A12,MI:0915(physical association)
Q12982,Q96LJ7,BNIP2,DHRS1,MI:0915(physical association)
P27448,O75439,MARK3,PMPCB,-
A0A0S2Z3H8,Q7Z4H4,GNAS,ADM2,psi-mi:MI:0915(physical association)
A0A0S2Z3H8,P47872,GNAS,SCTR,psi-mi:MI:0915(physical association)
P10144,P13010,GZMB,XRCC5,MI:0407(direct interaction)
O95363,Q8IXZ2,FARS2,ZC3H3,MI:0915(physical association)
P23497,P45973,SP100,CBX5,MI:0407(direct interaction)
P29350,O94916,PTPN6,NFAT5,MI:0915(physical association)
Q6FII1,P41252,GSTK1,IARS,MI:0915(physical association)
Q6FII1,Q86YZ3,GSTK1,HRNR,MI:0915(physical association)
Q8WXE0,Q13332,CASKIN2,PTPRS,MI:0915(physical association)
O00139,I4EC15,KIF2A,HLA-DPB1,psi-mi:MI:0914(association)
Q99567,P05161,NUP88,ISG15,psi-mi:MI:0914(association)
Q9H244,P35346,P2RY12,SSTR5,psi-mi:MI:0914(association)
P29350,B0YIY3,PTPN6,CAMK1,MI:0915(physical association)
Q2M2I8,Q2KHR3,AAK1,QSER1,MI:0915(physical association)
P15692,A0A024RDV3,VEGFA,RB1,psi-mi:MI:0915(physical association)
Q9Y6Q9,Q96T76,NCOA3,MMS19,psi-mi:MI:0914(association)
Q8TBA6,Q5R372,GOLGA5,RABGAP1L,MI:0915(physical association)
P16070,P42224,CD44,STAT1,psi-mi:MI:0914(association)
Q9UQB8,O00159,BAIAP2,MYO1C,psi-mi:MI:0915(physical association)
O95363,P05161,FARS2,ISG15,MI:0915(physical association)
Q9NTG7,P10515,SIRT3,DLAT,MI:0197(deacetylation reaction)
Q9Y6Q9,Q05086,NCOA3,UBE3A,MI:0915(physical association)
Q9HA65,A0A024R1F9,TBC1D17,ASCC2,MI:0915(physical association)
Q9H4B7,Q5SXM8,TUBB1,DNLZ,MI:0915(physical association)
Q9UH92,P60520,MLX,GABARAPL2,MI:0915(physical association)
E5KQF6,Q4G0J3,NR3C1,LARP7,MI:0403(colocalization)
E5KQF6,A0A024R9Q9,NR3C1,PPARGC1A,MI:0407(direct interaction)
Q9NRI5,Q8IYE1,DISC1,CCDC13,MI:0915(physical association)
Q9NRI5,A0A024RCU2,DISC1,GPANK1,MI:0915(physical association)
Q9NRI5,Q96Q35,DISC1,ALS2CR12,MI:0915(physical association)
Q9NRI5,Q68D86,DISC1,CCDC102B,MI:0915(physical association)
Q07812,Q07812,BAX,BAX,MI:0915(physical association)
Q07812,Q8IY17,BAX,PNPLA6,MI:0915(physical association)
Q07812,Q9NX40,BAX,OCIAD1,MI:0915(physical association)
Q07812,P13010,BAX,XRCC5,MI:0915(physical association)
Q9NUP1,F1T0F0,BLOC1S4,BLOC1S2,-
O14727,Q9HAW4,APAF1,CLSPN,psi-mi:MI:0914(association)
Q8WZ64,Q9UKW4,ARAP2,VAV3,psi-mi:MI:0914(association)
P10144,P46531,GZMB,NOTCH1,psi-mi:MI:0570(protein cleavage)
Q86Y22,Q86Y22,COL23A1,COL23A1,-
Q9Y6R7,P40692,FCGBP,MLH1,MI:0915(physical association)
Q04726,Q92597,TLE3,NDRG1,MI:0915(physical association)
A0A140VJQ8,Q14764,PXN,MVP,-
A0A140VJQ8,P14618,PXN,PKM,-
A0A140VJQ8,Q76M96,PXN,CCDC80,-
A0A140VJQ8,P62847,PXN,RPS24,-
A0A140VJQ8,P08123,PXN,COL1A2,-
A0A140VJQ8,P13674,PXN,P4HA1,-
P35580,A0A0S2Z4Z8,MYH10,RIPK2,MI:0915(physical association)
A0A140VJQ8,A4D1B1,PXN,CD36,psi-mi:MI:0915(physical association)
Q9UK61,O75674,FAM208A,TOM1L1,-
A0A140VJQ8,Q9ULH1,PXN,ASAP1,MI:0915(physical association)
A0A024R1Q0,Q07001,SREBF2,CHRND,MI:0915(physical association)
Q9H1C0,Q14330,LPAR5,GPR18,psi-mi:MI:0914(association)
Q9BYT3,A0A024R302,STK33,GLYCTK,MI:0915(physical association)
O15438,Q12908,ABCC3,SLC10A2,psi-mi:MI:0914(association)
O15438,Q14973,ABCC3,SLC10A1,psi-mi:MI:0914(association)
Q9H1C0,P28223,LPAR5,HTR2A,psi-mi:MI:0914(association)
Q9H1C0,Q9NYW2,LPAR5,TAS2R8,psi-mi:MI:0914(association)
O00429,Q14160,DNM1L,SCRIB,MI:0915(physical association)
A0A024RD87,Q9Y2H9,RNF32,MAST1,MI:0407(direct interaction)
A0A024RD87,Q6IBR2,RNF32,FARSA,MI:0407(direct interaction)
Q16787,P07942,LAMA3,LAMB1,psi-mi:MI:0915(physical association)
A7KAX9,P04629,ARHGAP32,NTRK1,-
Q13123,O43175,IK,PHGDH,MI:0403(colocalization)
Q03001,Q9NYQ7,DST,CELSR3,-
O75928,Q86UR1,PIAS2,NOXA1,MI:0915(physical association)
O75928,Q9UJC3,PIAS2,HOOK1,MI:0915(physical association)
Q9H4B7,Q8N108,TUBB1,MIER1,MI:0403(colocalization)
Q92966,A0A024R8Y2,SNAPC3,POU2F1,psi-mi:MI:0915(physical association)
P15941,Q02742,MUC1,GCNT1,psi-mi:MI:0915(physical association)
A0A024R4C3,A0A024RDV3,TP73,RB1,MI:0915(physical association)
A0A024R4C3,Q9H211,TP73,CDT1,MI:0915(physical association)
A0A024R4C3,P0C2W1,TP73,FBXO45,MI:0915(physical association)
P16070,P02452,CD44,COL1A1,-
A0A024R4C3,Q9NZC7,TP73,WWOX,MI:0915(physical association)
O60861,Q7L576,GAS7,CYFIP1,MI:0915(physical association)
Q8TB22,A0A0S2A4E4,SPATA20,AGL,MI:0403(colocalization)
Q13895,P06576,BYSL,ATP5B,MI:0915(physical association)
A0A140VKA9,Q14790,QDPR,CASP8,MI:0407(direct interaction)
Q92966,Q9Y2S0,SNAPC3,POLR1D,psi-mi:MI:0915(physical association)
P68431,Q96BK5,HIST1H3A,PINX1,MI:0915(physical association)
O60861,A0A140VJQ0,GAS7,MYBPC2,MI:0915(physical association)
O60861,O60861,GAS7,GAS7,MI:0915(physical association)
Q8NCX0,B2CKC5,CCDC150,EFHC1,MI:0915(physical association)
P0C7W6,A0A024RBM9,CCDC172,TCHP,MI:0407(direct interaction)
O15068,A0A024RDV4,MCF2L,STARD13,psi-mi:MI:0914(association)
O15068,Q8N264,MCF2L,ARHGAP24,psi-mi:MI:0914(association)
O15068,B2RTY4,MCF2L,MYO9A,psi-mi:MI:0914(association)
O15068,Q2M1Z3,MCF2L,ARHGAP31,psi-mi:MI:0914(association)
A0A024R0C7,Q13043,CTTNBP2NL,STK4,MI:0915(physical association)
A0A140VJR0,Q92736,PDE4D,RYR2,psi-mi:MI:0914(association)
Q9NY99,P46939,SNTG2,UTRN,MI:0915(physical association)
P21333,Q8N264,FLNA,ARHGAP24,MI:0407(direct interaction)
Q66PJ3,Q66PJ3,ARL6IP4,ARL6IP4,MI:0915(physical association)
P37275,P84022,ZEB1,SMAD3,-
Q9Y468,P33991,L3MBTL1,MCM4,MI:0915(physical association)
Q9H211,O00311,CDT1,CDC7,psi-mi:MI:0914(association)
Q9Y2T1,Q15797,AXIN2,SMAD1,MI:0915(physical association)
P21333,P19174,FLNA,PLCG1,psi-mi:MI:0915(physical association)
Q92966,O15160,SNAPC3,POLR1C,psi-mi:MI:0915(physical association)
A0A140VJS0,P45973,PPP2CB,CBX5,MI:0915(physical association)
Q9H4B7,P33981,TUBB1,TTK,-
Q5D862,Q9Y2J8,FLG2,PADI2,psi-mi:MI:0414(enzymatic reaction)
Q03001,A0A0S2Z3R6,DST,LAMB3,psi-mi:MI:0915(physical association)
O94868,A5D8V6,FCHSD2,VPS37C,MI:0915(physical association)
A0A024RD87,P57775,RNF32,FBXW4,MI:0915(physical association)
O95352,P60520,ATG7,GABARAPL2,-
Q9H4B7,Q9NS23,TUBB1,RASSF1,MI:0403(colocalization)
P21333,P30556,FLNA,AGTR1,psi-mi:MI:0914(association)
Q07812,O60936,BAX,NOL3,-
Q07812,Q99814,BAX,EPAS1,psi-mi:MI:0915(physical association)
Q07812,A0A024RDI7,BAX,LEF1,MI:0915(physical association)
Q9BV90,Q99471,SNRNP25,PFDN5,MI:0915(physical association)
Q13895,P19320,BYSL,VCAM1,MI:0915(physical association)
A0A024R1Q0,P82932,SREBF2,MRPS6,MI:0915(physical association)
Q9H244,Q9Y5Q6,P2RY12,INSL5,psi-mi:MI:0915(physical association)
Q8WUI4,Q9NRR6,HDAC7,INPP5E,MI:0915(physical association)
Q9H251,Q9Y2A7,CDH23,NCKAP1,MI:0915(physical association)
O75400,Q6NYC1,PRPF40A,JMJD6,MI:0915(physical association)
Q9H2D6,O00139,TRIOBP,KIF2A,MI:0915(physical association)
Q8N108,P00533,MIER1,EGFR,MI:0915(physical association)
O94868,Q96HB5,FCHSD2,CCDC120,MI:0915(physical association)
P49321,Q8IYT8,NASP,ULK2,MI:0915(physical association)
Q13813,P42224,SPTAN1,STAT1,MI:0915(physical association)
Q13813,A0A1W1GSK9,SPTAN1,ERCC4,psi-mi:MI:0914(association)
O75469,Q15466,NR1I2,NR0B2,MI:0407(direct interaction)
A0A024R1Q0,P18850,SREBF2,ATF6,MI:0915(physical association)
P35228,Q96A44,NOS2,SPSB4,MI:0407(direct interaction)
Q68DC2,P61962,ANKS6,DCAF7,MI:0915(physical association)
P68431,Q9HCE1,HIST1H3A,MOV10,psi-mi:MI:0914(association)
P35228,Q14533,NOS2,KRT81,MI:0915(physical association)
Q9HAU0,Q86UP2,PLEKHA5,KTN1,MI:0915(physical association)
Q9UHC1,A0A140VJS0,MLH3,PPP2CB,MI:0915(physical association)
A7KAX9,O94827,ARHGAP32,PLEKHG5,psi-mi:MI:0914(association)
Q9H4B7,Q15814,TUBB1,TBCC,psi-mi:MI:0915(physical association)
A7KAX9,P10911,ARHGAP32,MCF2,psi-mi:MI:0914(association)
A0A024R0C7,O95684,CTTNBP2NL,FGFR1OP,MI:0915(physical association)
Q13895,Q96PZ0,BYSL,PUS7,MI:0403(colocalization)
Q9Y2T1,Q9H2K2,AXIN2,TNKS2,psi-mi:MI:0914(association)
Q13123,Q96GM8,IK,TOE1,MI:0407(direct interaction)
O00139,O43683,KIF2A,BUB1,psi-mi:MI:0915(physical association)
O00139,Q12840,KIF2A,KIF5A,psi-mi:MI:0914(association)
O00139,Q9ULI4,KIF2A,KIF26A,psi-mi:MI:0914(association)
Q92966,Q9NW08,SNAPC3,POLR3B,psi-mi:MI:0915(physical association)
Q13895,Q8N7W2,BYSL,BEND7,psi-mi:MI:0915(physical association)
Q71UM5,A0A087WVR4,RPS27L,MYC,MI:0915(physical association)
Q96A08,E9PJK1,HIST1H2BA,CD81,MI:0915(physical association)
Q96A08,P09874,HIST1H2BA,PARP1,MI:0915(physical association)
A0A0S2Z5U7,P35611,DIABLO,ADD1,psi-mi:MI:0914(association)
Q685J3,Q9HCQ5,MUC17,GALNT9,psi-mi:MI:0915(physical association)
Q99728,P54257,BARD1,HAP1,-
Q9NZL3,Q9NZR2,ZNF224,LRP1B,MI:0915(physical association)
Q9H6J7,O14966,C11orf49,RAB29,MI:0915(physical association)
Q9H211,A0A140VK46,CDT1,PSMB4,psi-mi:MI:0914(association)
Q8IY92,Q16531,SLX4,DDB1,MI:0915(physical association)
Q9BXS9,P40967,SLC26A6,PMEL,MI:0915(physical association)
Q8IVI9,P29474,NOSTRIN,NOS3,MI:0915(physical association)
Q9UJU6,Q9UJU6,DBNL,DBNL,-
Q96KG7,Q9P2E3,MEGF10,ZNFX1,-
O60869,G4XH65,EDF1,ESR1,psi-mi:MI:0407(direct interaction)
Q96KG7,Q86XR8,MEGF10,CEP57,-
P19174,P07900,PLCG1,HSP90AA1,psi-mi:MI:0915(physical association)
A0A024R089,P09874,TAF13,PARP1,MI:0915(physical association)
Q02742,Q685J3,GCNT1,MUC17,psi-mi:MI:0915(physical association)
A0A024R089,Q00403,TAF13,GTF2B,psi-mi:MI:0915(physical association)
Q8N8Y2,O95169,ATP6V0D2,NDUFB8,MI:0407(direct interaction)
Q8N4G2,Q99755,ARL14,PIP5K1A,MI:0403(colocalization)
D3DPA4,Q14D04,ACVR1,VEPH1,-
O75923,Q8WZ42,DYSF,TTN,MI:0915(physical association)
O75923,A0A140VJQ0,DYSF,MYBPC2,MI:0915(physical association)
O75923,A4UGR9,DYSF,XIRP2,MI:0915(physical association)
P49910,Q8N8X9,ZNF165,MAB21L3,MI:0915(physical association)
P49910,A0A140VJG2,ZNF165,CEP70,MI:0915(physical association)
P49910,Q96EG3,ZNF165,ZNF837,MI:0915(physical association)
Q8N8Y2,P26367,ATP6V0D2,PAX6,MI:0915(physical association)
P49910,Q92997,ZNF165,DVL3,MI:0915(physical association)
A0A140VJR2,A0A140VJR2,PEPD,PEPD,-
A0A024R692,Q9C0H5,RHOJ,ARHGAP39,psi-mi:MI:0915(physical association)
A0A1U9X983,Q8WW43,NOTCH4,APH1B,psi-mi:MI:0915(physical association)
A0A1U9X983,P46531,NOTCH4,NOTCH1,psi-mi:MI:0915(physical association)
A0A024R692,B2RTY4,RHOJ,MYO9A,psi-mi:MI:0915(physical association)
A0A024R692,Q5SQI5,RHOJ,NET1,psi-mi:MI:0915(physical association)
Q96Q06,Q14790,PLIN4,CASP8,MI:0407(direct interaction)
Q9P127,Q9UKI8,LUZP4,TLK1,MI:0407(direct interaction)
Q9P127,Q16695,LUZP4,HIST3H3,MI:0915(physical association)
O00322,Q7Z388,UPK1A,DPY19L4,MI:0915(physical association)
O00322,Q9H0R3,UPK1A,TMEM222,MI:0915(physical association)
O00322,Q9BU23,UPK1A,LMF2,MI:0915(physical association)
O00322,Q9UKY4,UPK1A,POMT2,MI:0915(physical association)
Q96RY7,Q7Z4L5,IFT140,TTC21B,MI:0915(physical association)
P02708,Q04844,CHRNA1,CHRNE,MI:0407(direct interaction)
Q8TC57,Q8TC57,M1AP,M1AP,MI:0915(physical association)
Q3B820,Q96JN2,FAM161A,CCDC136,MI:0915(physical association)
Q9P127,Q8TBB1,LUZP4,LNX1,MI:0915(physical association)
P48449,O95070,LSS,YIF1A,MI:0915(physical association)
Q9P127,Q92997,LUZP4,DVL3,MI:0915(physical association)
Q9Y490,Q15327,TLN1,ANKRD1,psi-mi:MI:0914(association)
O60733,Q7L5N7,PLA2G6,LPCAT2,psi-mi:MI:0914(association)
Q9Y490,P62736,TLN1,ACTA2,psi-mi:MI:0915(physical association)
P02708,Q13683,CHRNA1,ITGA7,-
Q8IUC1,Q8IUC1,KRTAP11-1,KRTAP11-1,MI:0407(direct interaction)
Q9UQ26,A2RU94,RIMS2,RAB27A,-
